Language,hand,left,right,leg/foot,to walk,road/path,to come,to turn,to swim,dirty,dust,skin,back,belly,bone,intestines,liver,breast,shoulder,"to know, be knowledgeable",to think,to fear,blood,head,neck,hair,nose,to breathe,"to sniff, smell",mouth,tooth,tongue,to laugh,to cry,to vomit,to spit,to eat,to chew,to cook,to drink,to bite,to suck,ear,to hear,eye,to see,to yawn,to sleep,to lie down,to dream,to sit,to stand,person/human being,man/male,woman/female,child,husband,wife,mother,father,house,thatch/roof,name,to say,rope,"to tie up, fasten",to sew,needle,to hunt,to shoot,"to stab, pierce",to hit,to steal,to kill,"to die, be dead","to live, be alive",to scratch,"to cut, hack",stick/wood,to split,sharp,"dull, blunt",to work,to plant,to choose,to grow,to swell,to squeeze,to hold,to dig,to buy,"to open, uncover","to pound, beat",to throw,to fall,dog,bird,egg,feather,wing,to fly,rat,meat/flesh,fat/grease,tail,snake,worm (earthworm),louse,mosquito,spider,fish,rotten,branch,leaf,root,flower,fruit,grass,earth/soil,stone,sand,water,to flow,sea,salt,lake,woods/forest,sky,moon,star,cloud,fog,rain,thunder,lightning,wind,to blow,warm,cold,dry,wet,heavy,fire,to burn,smoke,ash,black,white,red,yellow,green,small,big,short,long,thin,thick,narrow,wide,"painful, sick","shy, ashamed",old,new,good,"bad, evil","correct, true",night,day,year,when?,to hide,to climb,at,"in, inside",above,below,this,that,near,far,where?,I,thou,he/she,we,you,they,what?,who?,other,all,and,if,how?,"no, not",to count,One,Two,Three,Four,Five,Six,Seven,Eight,Nine,Ten,Twenty,Fifty,One Hundred,One Thousand
Ilonggo,kamút,walá,tuó,tiíl,lumakát,dalan,makadto,binaliskad,lumangóy,mahigkò,yab-ok,panit,likód,tiyán,tul-an,tinae,atay,suso,abaga,hibal-an,isipon,kalahadlokán,dugô,ulo,liug,buhók,ilóng,ginhawa,hakluón,bâbà,untô,dilà,kumadlaw,hibi,sumuka,dumuplà,kumaon,usangon,luto,ilimnon,kadton,supsupón,dulunggan,mamati,matá,makità,paguy-ab,magtulog,ibutáng,damgohanon,lumingkod,magtindog,táo,lalaki,babáe,batà,bana,asawa,nay,tatay,puluy-an,atúp,ngalan,itlangón,pisi,baluón,tahión,dagum,mangluthang,sumiwíl,bumuhó,hinaplit,mangawat,patyon,patay,mangabuhì,kaluton,hiwaon,tapi,himulagón,mataliwis,malubóg,maghikut,ìtanúm,pilion,sumingil,palamanóg,i-puga,punggan,kumutkot,bumakál,buksan,bayhon,ipilák,hulog,idú,pispis,itlog,pakpák,pakpák,lupad,ilagâ,karne,sebo,ikug,bitín,ulod,kuto,lamúk,damáng,isda,pagkadunot,sanga,dahon,gingikanan,bulak,bungángkahoy,hilamón,kalibutan,bató,balás,tubig,tumubód,dagat,asín,linaw,kagulangan,langit,bulan,bituon,panganod,gamhon,ulán,daguob,kilát,hangin,huyóp,maalabaab,mabugnaw,hubóg,basâ,mabug-at,kalayo,sunugon,asó,abó,itúm,maputî,pula,kanaryo,lunhaw,gamay,dakó,malip-ot,kadugayón,maniwang,malapuyot,makitíd,masangkad,nagabalatían,nahuyâ,madugay,bag-o,maayo,panuláy,minatuód,gab-i,adlaw,tuig,kasan-o,ilikún,sumaká,sa,sa,halos,sa idalum,iní,agúd,malapit sa,malayò,diín,ako,ikáw,siá,kitá,kamó,silá,anó,sin-o,ibán pa,tanán,kag,kon,anó,walâ,isip,isá,duha,tatlo,apat,lima,anem,pito,walo,siám,puló,duhá ka pulò,kalim-an,ginatús,sanglibo
Melayu,tangan,kiri,kanan,kaki,jalan kaki,jalan,mari,belok,berenang,kotor,debu,kulit,punggung,perut,tulang,usus,hati,tetek,bahu,tahu,fikir,takut,darah,kepala,leher,ramput,hidung,bernafas,hidu,mulut,gigi,lidah,ketawa,menangis,muntah,meludah,makan,kunyah,masak,minum,gigit,hisap,telinga,mendengar,mata,tengok,menguap,tidur,baring,mimpi,duduk,berdiri,orang,lelaki,perempuan,anak,suami,isteri,ibu,ayah,rumah,atap,nama,cakap,ikat,mengikat,menjahit,jarum,memburu,menembak,menikam,memukul,mencuri,membunuh,mati,lahir,menggaru,mengunting,kayu,mempecahkan,tajam,tumpul,bekerja,menanam,memilihkan,membesarkan,membengkak,memicit,mengankat,menggorek,membeli,buka,timbang,buang,jatuh,anjing,burung,telur,bulu,sayap,terbang,tikus,daging,gemuk,ekor,ular,ulat,pijat,nyamuk,labah-labah,ikan,reput,batang,daun,akar,bunga,buah-buah,rumput,tanah,batu,pasir,air,mengalir,laut,garam,kolam,kayu,langit,bulan,bintang,awan,kabus,hujan,guruh,kilat,angin,meniup,suam,sejuk,kering,basah,berat,api,bakar,asap,abu,hitam,putih,merah,kuning,hijau,kecil,besar,pendek,panjang,nipis,tebal,sempit,luas,sakit,malu,orang tua,baru,baik,jahat,betul,malam,hari,tahun,bila,bersembunyi,memanjat,di,dalam,atas,bawah,ini,itu,dekat,jauh,mana,saya,kamu,dia,kita,engkau,mereka,apa,siapa,lain-lain,semua,dan,jika,bagaimana,bukan,kira,satu,dua,tiga,empat,lima,enam,tujuh,lapan,sembilan,sepuluh,dua-puluh,lima-puluh,seratus,satu ribu
Tolo,lima,mauli,madoa,tua,vavano,sala,mai,pilo,salo,bau,pasapasa,huli,buke,toba,suli,tinae,ate,cucu,kokove,dona,pada,matahuni,habu,lova,kokono,ivu,isu,asease,sihini,maŋa,livo,lapi,colo,ŋara,mutamuta,cuve,hani,ŋata,kuki,inu,halati,mucu,kuli,roŋoni,maka,resi,maomao,makuru,eno,bolebole,horo,tui,gare,gare,daki,dale,ati,ati,nana,tama,vale,ato,asa,koe,alo,kuru,tula,,ruhu,vanasi,tutukua,labu,beli,labu-mate,mate,mauri,vora,hado,hai,tavota,kacukacuha,modu,ago,cuka,vili,maurisi,čomo,losi,vele,heli,voli,ovaova,tutuku,sui,puka,kau,manu,kolu,ivu,rapo,lovo,husuve,vinisi,laka,kali,muata,biri,ŋutu,ŋi,lao,hahano,raca,masaŋa,rau,lamu,saga,vua,buruburu,pitapita,vatu,mamarasa,kolo,nere,tasi,tasi,kuma,čukuna,parako,vula,vetuhu,parako lovolovo,rasu,laŋi,gululu,pilapila,loha,uvi,tutunu,bisi,mamaca,boci,mava,kebe,hani,puŋu,tora,bau,sere,cici,mila,marao,kiki,lava,kolukolu,kaci,garo,paku,kapicocoha,dama,biu,vaŋama,tuali,vaolu,dou,savi,dou,boŋi,dani,uvi,ŋisa,koku,halaha,i,lalo,tohu,vava,neni,,lihi,sau,vei,nau,hoe,hia,hami,hamu,hira,sava,sei,,,mai,tina,vahavei,taiɣa,icu,cika,ruka,tolu,vati,cehe,ono,vitu,alu,siu,saŋavulu,,,casaŋatu,čikai toɣa
Merei,lma,marau,adiadi,vese,ruruwai,sala,sio|ma,borsin,gar,manai|ja,manai|fsoa,uru,tau,tia,sui,tali,mabe,susu,bil,tau|vin,domdom,matau,dai,bat,dolo,manai|vul,ŋasu,maŋamaŋa,bonai,tsiŋo,udu,meme,uru,ŋara,lua,loto,anian,,,gogo,at,taim,boro,roŋoin,mata,taron,,malabo,,,tada,turu,tese,taudu,lepne,nat,taudu,lepne,rabui,tama,mal,,ese,varavara,vuiyas,pes,tulu,,jurpes,,tui,abot,,raswum,mate,tabei,garum,tevei,wuiau,poso,mat,,vauma,,,,bure,viris,gau,el,,,,blei,jop,pes,manno,slei,vul,rara,sale,arif,masau,maŋis,vidi,marta,,ut,tsiŋo,tatalbara,matsi,nut,,manai|rau,ora,vsuiyau,vona,balis,movortanno,sule,bonaivus,bei,vravra,tas,manai|solo,tubu,laduluau,laŋot,vla,vit,lobolobo,lobolobo,usa,biriŋ,vilei,sisil,sis,,maril,goru,menmedin,buŋa,moriabu,sului,asu,batmorsoa,boŋboŋtub,vso,kara,majinna,barobaro,takir,toronna,but,barap,seiseina,bloblono,takir,seiseina,rojo,,varese,vavun,mamasa,logologo,bos,boŋ,ran,tauon,nansa,,,la,laloloi,-sa-,-sio-,na-,gata-,tevui,leva,avea,innau,iŋo,nie,ide,iŋammi,ire,sava,ise,nono,,peseri,vai,paleiniave,merei,ep,ese,ruwa,tolu,vat,lima,maravo,ravorua,raptol,raitat,saŋavul,ŋavul-rua,,lavul,
Iaai,beñi-,me,metɔ,ca,hele,ge|ðen,aiə,hwiə,haai,kɔnɔ,sesɔ,une-,ju,ylaiiñ,jəə,taŋ tiiñ,ak,ba|si-,abeñi-,xanaa,yñkyme,outen,dra,ba-,ñii-,le|yne-n ba-,hñiŋəiñ,ho|menɔ,bon,jehmæ-,ñu,bo|hme-,hluma,teŋe,hmita,haŋəc,an,hicɔ,olɔ,ic,oloy,cem,bara|kəñe-,ləŋ,ec-mæk,wɔ,əəhaem,mokutr,ulili,bwi,laba,tetr,at,baga,moomo,wanakat,aeɔɔ-,aeɔɔ-,hiñe-,kame-,uma,ot,ye,haa,təə,hykɔlɔ,tibetr,jeby,bwec,xyɔ,,kot,venɔu,hliŋɔ,mk,mwəətr,dravec,gəə,utəə,koy,xetr,,huliwa,taa,yca,kyy,xibi,oowaa,kɔɔtr,ɔc,ycy,xəəŋ,,degec,kəlu,kuli,menɔ,waakuñ,le|y-,baje|beñi-,gɔ,tep,uutiəə,giris,hmokune-,on,biget,uto,minɔ,wahaii|hnɔɔ,wɔɔ,bebŋ,aŋə,la-,wɔɔ-,sei,wa-,ajilaat,kɔnɔ,(i)veto,əñ,kələ,hiŋələ,kəiə,sɔɔtr,nem,hñoot,draañ,tehi,oxyy,ylɔɔ,sahot,we,thaan,hucyce,aŋ,tyɔ,mææge,megic,hme,xubet,hmææk,meic,thoŋ,hai,drəu,hlitr,hau,dra,hmæhmætr,udrudrɔ,yhnikoŋ,gaan,oxulit,bey,haleləy,haki,hnreek,laau,mk,hmehmæ,hiŋat,thep,soo,monru,cici,hñiŋeetr,boŋ,hunaa,kehəə,ixələ,ələ,hñi,hñi,ban,hmwelen,aaŋ,elee,hakekeñ,sɔɔkɔy,ua,iña,au,e,ətin,əbun,ədra,iey,iaa,kese,hia,me,anee,kɔmɔu,e bæ,ay,xaca,lo,kun,væk,baa|xaca,thabyŋ ke nua xaca,thabyŋ ke nua lo,thabyŋ ke nua kun,thabyŋ ke nua væk,baa|lo,baa|væk,,thabyŋ ta vææt,
Nehan,lima,lais,pamua,keke,la,lel,lamlame,uageg,huhu,dikdiku,wou,kapoko,mudin,pakpakona,hiro,bala,pakpako,huhu,huhuata,ate,namana,sokor,dewatiŋi,lu,uekuekon,ulu,ŋusu,uŋ,amuh,wawa,liwo,mia,wanio,kiriŋ,lua,lou,en,korak,wesuluŋ,inum,et,noum,taliŋa,loŋor,mata,baŋ,ham,hohow,rikin,borborian,tabil,tur,tamat,bulot,kuah,tu,bulot,hinot,tina,tama,um,kuku,haŋa,men,iawon,wenut,hairi,harum,bue,wan,sop,haluh,wewenau,uelpus,mate,tabuar,hin,pok,dok,takpolak,oman,tutukaba,kalekinale,leb,kedaŋ,hua,aisiŋ,pos,kus,koh,bulau,puk,sok,bak,dud,lo,tetiau,tagu,lale,titiawa,luluh,kih,siŋin,hihian,wihi,soi,sosoi,ut,kohik,kako,ian,beŋ,ranan,kamana,wan,purpur,uauan,graras,kot,palau,ion,laur,,teh,,kodom uleik,lolon,laŋit,bialok,pitopit,mahar,luhuluh,uhan,pil,kanau,rom,u,uelsuk,malahoŋ,kadak,bus,duhu,hue,wa-luh,diku,kumahuan,kurkurum,gawgawil,kubkubar,awiawel,bukbukir,lik,ulek,puhin,barah,belabel,obot,kikisoŋ,rabian,nawilmahiŋ,matala,pension,timuh,uia,asa,man,boŋ,marin,iom,maŋiha,ou,kakaet,i,lolon,i rana,i kot,rone,rotie,gane hiae,i rehe,ia,iŋgo,iŋga,iŋgono,raeg,raom,rasino,hawa,mae,giameh,buna,me,g-,hope,ahik,ah,sioko,roriki,towono,towati,tolima,tonomo,towiti,toali,lusio,haŋaulu,tuenti,,hangaulu-r hangaul,tausan
Simbo,lima,mairi,matua,nene,soana,soana,mai,gabala,ponu,paji,kavuru,guliti,mudi,tia-na,pupuda,lagu,kola,susu,vara,nonoga,roroqu,matutu,mamadara-na,batu,rua,vutuŋu-na,isu,siŋo,umaŋa,maŋa,livo,mea,avu,kiu,lua,odolo,gani,napulu,boŋo,buku,garata,ñoñopo,taliŋa,noŋoro,mata,doma,mamavua,puta,pepu,puta-qita,toqo,turu,tinoni,marane,rereko,tu-na,marane-na,maqota-na,tina-na,tama-na,vona,pina,isoŋo-na,pito,aroso,piu,uki,,uku-ai,poqa,paleka,uma,iko,va-mate-,mate,toa,garo,ŋodo,gau,paqala,najulu,pato,taveti,lete,vile,va toa,tubu,moño,tuqe,geli,vagi,levana,kija,gona,uka,sie,baruku,toruru,vutuŋu-na,babana,tatava,karuje,masa,noboko,pikutu,dole,mumuno,lodo,idiki,kolobai,igana,ñabo,leŋana-na,elo,bagere,havoro,vua,bu-buru,peso,patu,nagasa,pie,ñoro,ivere,solo,ovuku,muqu,oka,popu,kikida,lei,resana,okoro,paka,kapi,ivoro,ivu,maŋini,lomoso,pidili,tubulu,mamata,iku,sulu,tula,kavu,kuduru,keala,jimiri,boe,bu,ite,lavata,papaka,kakasa,kiliviqe,mota,ŋizuku,revata,mo,pamaŋa,baragoso,garaba,joŋa,sea,soto-na,boŋi,rane,aoro,lokana,golomo,kesa,pa,korapa,soto-na,kauru,pini,pora,tata,sau,pa vei,ara,nigo,isa,qita,gau,ria,na-sa,i sei,kaki,doru,beto,vea,asa-vea,kati,añi,ka-me,rua,ue,made,lima,vonomo,vitu,alu,sia,manoga,rubate,limaŋavulu,gogoto,hiako
Uruava,kabe-na,kabe mairi,kabe βana,nane-na,rara,arana,ra-mai,ko βego,nabe,mino,koaβu,uri-na,pou-na,kobava-na,tua-na,siopa-na,ate-na,susú-na,báe-na,mataú-i,onóui,kuira,revái,patu-na,koekoe-na,vurú-na,niú-na,napu,sie-i,gunu-na,,vere-na,pa,tani,rua-rua,rovi,tamu,mama,raro-i,ani,karas-i,susu nokonokoaina,tarina-na,baroro,mata-na,doi,mavoa,ebete,boretarava,rio,piutu,toru,kau,soni,maru,tu-na,egu-sani,egu-maru,sina-na,tama-na,ruma,ikana-na,iana-na,,tabiroro,piri,kumata,navis,mane-mane,pira-di,e wanayau,atunu,vainao,va-mate-i,mate,podo,kori,buri,au,,kadi-kadi,patugu,sikodo,luga-luga,,,tubu,pitu-i,agos-i,karo-i,romo-i,,sevu-sevuri,pogoini,uka,mosi,mareki,tagu-na,vataka-na,baina,e βurau,kue,baba-na,menaka-na,kure-na,kodu-kodu,kodu-kodu,utu,lolo,gave,iana,koaβa,karapi-na,vuru-na,agara-na,kaba-na,ua-na,bubu-re,karisi,patu,motokaka,arakao,,asipu,asipu,makoku,usina,ranisi,vogera,vesunu,kabo-kabo,kamoi,uana,kurukurumu,sinava,giuvu,piubi,kasi-kasi,pugete,mamaa,mare ui ekana madoata,marabu,udaka,totoi,ao,koavu,ravarava,kakara,revarevai,kakagou,bulu-bulu,mudeka,dako,kuburu,dea-na,,,,dababara,avo,maeva-na,tuari,vaoru,saide,rori,,boni,rani,,veta rani,,kabe,-a,tavana-na,,kopera,ni,me,vasika-na,deadea-na,vei-a,aria,aro,,,aramu,,nava,taka,,,,,,,koke-i,kape,rua,toru,vasi,ruma,onomo,vitu,aru,ia,avuru,rua avúru,nai rima avuru,rasu,kokole
Namakir,lima,mo,mati',tore-,daliw,hele|mati',mah,bil,av,maliŋ,,kil,tak,tina',siw,tina',nekam,na-mumuh,barau-,'ata',mi|dodo,matak,da',ba'i-,no'a-,vili-,kinih,hovahov,doŋ|'ih,koroŋ,bati-,mena-,'ur,ear,lua',buvura,ŋan,,benin,munum,ŋat,dom,tiliŋa-,doŋ,mata-,lo'oh,,matir,matir,matir ebor,arah,batok,'at,tama'an,vavin,nati-,ma'arik,vavin,anu,tama-,im,riki'e,kih,betoŋ,tal,minih,dir,,de'eŋor,vivitim,ŋetek,biha',banak,biha' bini',mat,ma'ir,ŋerah,da',ka,ba'ar,makal,,,lowok,,so,dotom,bewehek,lik,ŋil,be'il,mahav,biha',seik,latum,kiri,man,'atol,vili-,'ovari-,'ol,kahu,,mut,kii-,mat,hilat,kit,na|nam,tutuvavaŋ,ik,madan,wahi-,rikit,kihikah,viŋa-,we|'eti-,kokoh,tan,vat,'on,ran,hal,tah,ŋokon,,miti'an,rikiti|laŋ,kibati,maheh,bakil,maw,'ih,tavah,vil,laŋ,hu,dorotor,miladin,mirito,lolov,marah,kam,benin,'ah,tororom,ma'et,bilavil,lulu,milol,ma|malakeh,susum,daka|lam,but,birerev,maŋiriŋir,matol,mahal,,mahak,malier,mati,bo'o,aboh,aha',lo'owoh,eboŋ,le'ati,hikow,naŋa'i,humak,bolo,,li|kim,ma|hil,etan,iŋa,oka,simiŋ,epu,om,ke|'ino,ka|iŋ,ke|nini,ke|'iŋit,kami,ke|niar,heve,keh,(tak)abot,dua,ne,ara,i-be-ah,e,bulik,sikitek,iru,itol,ivat,ilim,lateh,laru,latol,lovet,na-dualim,na-dualim iru,na-dualim ilim,na-ponati,na-man
Orkon,vela-,mʷil,mæru,ye-,tele,silil,me,kelai,lolō,soksok,bulumolɔɔ,leŋe-,pʷiri,toa-,pal|si,tine-,linar,sī,pʷelespʷe,kil|pʷele,notnor,mɨro,ra,pare-,ewundo-,vɨlo-,koso-,taboŋo,pon|əse,boŋo-,luo-,mia-,mæn,raŋ,lo,kup,yɛn,,,min,ari,pa|sum,releŋa-,loŋone,mera-,kulkulo,,fʷier,liŋ kareno,,tofan,sop,namʷe,entɛn,vɛn,lolpuŋpoŋ,entɛn,,laha-,tema-,ɛm,,isa-,war,awa,fari,sene,,mɨtlo,,tili,lupu,,lupu,mier,mɨl,kelkele,t,ririli-ye,lel,ken,,ɣ,,,,mokolo,usi,rokoni,kil,,,,topne,mur,kuli,pael,rili|ri,velo-,apau-,ka,tɔmɔ,isi,kulori,kile-,tiltiel,,ur,paŋken,ramo|lo,malo,po,,lo|ko,lipʷi,wuŋo-,we-,lopʷer|mune,tan,vior,pelo|en,we,mokɨr,tie,tie,we|male,pupuor,toŋtoŋ,apari,mɨso,(si)lolō,mōp,ō,palta,pel,leŋ,u,fenfaŋ,mel,toŋtoŋ,sipsiep,map,fæŋ,yɛn,yo,mai,mirmir,mɨ-fɨfɨ,filfili,yiŋyæŋ,mɨlmɨl,kekeli,topo,mʷermʷer,pɨlɔɔp,minip,mirel,sele|walkier,,mise,,mæro,yiye,we,sakape,meor,lon|bumalɛk,liyal,rom,naŋe,,,,lo,,,kole,kola,felte,soren,pe,no,nak,ŋe,er,ɣimim,yel,sowe,si,kotine,sela,ro,ɣile,min mane sowe,mʷiraŋa,fulfuluk,(h)ol,lɔ,siel,yar,lim,melep sie,melep lɔ,melep siel,melep yar,seŋail,,,vele,
Kwamera,rəŋə-,mour,mwatuk,nəsu-,an,suatuk,ave|he,ikou,aiu,əmkermək,nəmakwrur,tekə-,taku|ta-,təpu-,nəkakri-,naninha,nakan|mapwu-,nas,nura-,(ru)kurən,arhi,əhekər,neta,kapwa,nua-,numwherə-,nəpa|seŋi-,eiahaŋ,eŋis,nakwa-,revu-,naramə-,arəs,asək,eua,araŋavus,ani,ahi,avan,anumwi,ahi,tumwi,nəf|reŋə-,reŋi,nenime-,ata,akwaŋ-ase,apri,amak,əməkraha,akure,arer,iermama,ierman,pran,neru-,ierman,rukwe-,ri|nhə-,remu-,nimwa,kwanei,nahaŋ,ni,kwa-nakwus,arihi,atiri,,ef|aiuk,arukwi,əp,os,akres,os apune,emha,muru,əki,arai,nei,oskriŋi,ahia,fa,amhu,ahavi,ata amwhen,vera,rupu,akwriŋi,avahi,eri,avahi nenime-,akwaŋ,ərui,rukwi,asas,kuri,menu,kwan|are-,numwherə-,rəŋi-,iva,iesukw,nəsa-,nərpwa,nəpiki-,ŋata,mwətikaro,ur,mwi,katəmnumun,nəmu,mərər,rəŋi-,nəma-,nua-,tihi-,nəkwa-,nurhi,tup|rena,kəpwier,nəpəkər,nui,arəs,təsi,nəŋar,nəsiui,rumunan,neai,makwa,kumhau,napua,n-amahakw-ien,nesən,karuarua,n-əruapen-ien,nəmataŋi,ekwi,areuan,akwiei,avahak,əmtəmət,f(w)am,napw,ahi,nəse-,nəmrakw,pitov,apsan,aruveruv,akweis,amrəmera,akəku,asori,kwakwa,apomus,əkərakiri,asori,avirəŋ,asori,amemha,aurəs,erŋhara,vi,amasan,eraha,atukwatukw,nəpən,nəpən,nuk,nesən,arukwafa,uta,fwe,reri-,irenha,inherəp,u,fwe,ipaka,isu|pwən,pa|ku,iou,ik,in,kətaha,kəmiaha,iraha,nəfe,si,apa,pam,məne,tukwa,əf-,rekəm,avsini,kwatia,kəru,kahar,kefa,kərirum,kərirum-kwatia,kərirum-kəru,kərirum-kahar,kərirum-kefa,kərirum-kərirum,iuan u miuan u,,,
Low Malay (1773),,,kann,panco,,,,balek,,,,coolit,balacang,oosooss,toolang,ooso,,soosoo,poond,,,,darra,capalla,wattlehair,booloo,edong,,,leeda,geegee,oojoo leeda,tataw,manangas,,,saindo,,panya,meeno,gegit,meeno,cooping,,matta,,,,,,,,,lakee lakee,parampooan,annae or ann,lakee,beene,ma,bappor pappa,room,tarrde seetoor,,,,,,,,,,,,,,,,potong,,,,,,,,,,,,,,,,,,unjing,boorong,tullor,booloo boorong,saiap,tarabang,tecooss,daging,meenjor meenyae,aicor,oolar,,pootoo,,,eacang,,,,,,,,detannor negree,,,aier meeno,,laot,garrum,,,langee,boolang,beentang,lorr,awang awang,oojang attang,goontoor,keelap,angin,nampas,,deengin,,,,appee,,assup,,,angor pootee,angor de maira,adda,,cucheel,pussar,pendor pendue,panyang,tepiss,tabal,laibar,corlaibar,,,tooa,,,,,taingmallam,,staong,,,,,de dallam,,,eenee,eedoo,,,dee manna,gooa,,,,loo,itooling,app,,,,,,barapee saloo rupea,,,,,,,,,,,,,,,,
Maori (1773),,,,,,,,,,,,,,,,,,,,,,,,he aowpohó,,,he eih,,,he gaõwai,he neeho,haiàeeò,,,,,eëi,,,,,,,,he matta,,,,,,,,,,,hetamàéh,,,,papa,hèàwhài,,,orero,,,,,,,,,,,,,,,tracaow,,,,,,,,,,,,,,,patoopatoo,,egoorree,,,,,,,,,,,,,,,teyka,,,heaow,,,,,,powhattoo,,hewai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apoorotoo,ekeeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kaowra,,katahè,karooa,katarroo,kawha,kareema,kàònoo,kawheetoo,kawarroo,kàeeva,kacahaowroo,,,,
Guguyimidjir (1773),mangal,,,peegoorga,,,,,mailelel,,,,mocoo,gippa,baityebai,,,coyer,,,,,,wageegee,doomboo,tulkoore,bonjoo,,,,mulere,unjar,,,,,boota,,meerya,chuchala,,,melea,,meul,,aibudje,,,,tucai,,,bamma,mootjel,,,,,dunjo,,,,,goorga,,,,,,,,,,,,,,zoocoo,,,,,,,,,,,,,,,,,cotta,,,poetyo,,,,,,maboo,,,,,,poteea,,maiye,,,,,,poapoa,walba,toowal,poorai,,,,,,kere,,,wulgar,,,,,,,,,,,,maianang,,,,,,,,,,,,,,,,,pandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tahiti (1773),,,,eawy,,,eheèroharreehòe,wahoee,eaow,,,eweyoraèe,etoo,eoboo,opareemo,,,eom,etapon,,,,matee,erowroo,eaee,eraowroo,eahoo,oròmàtoo,ephàow,ewauh,eneeho,treero,,,,tootoòà,eei,,,norothoedéadeet'avai,,eotte,tareeh,aiwee,matau,,amama,iraòwai,,,parahei,eetoò,tata,,aheine,earee,tane,huaheine,mituaheine,mituatane,fale,,,paraowmai,taod,,,,,,,,woreede,,màtteno,,mayneeneeormyneere,,etoomoo,,,toòmmoo,,,,,hoònnehoònne,eninnei,,,ehò,,,,itop,,manoo,hooirmoa,,,airareè,eyoare,eeree,paiy,eairo,,,oatoo,,ootooròhonnoo,eiya,,,ewawaowerao,,,hoora-ooiro,,,owhai,,avy,,,,,,,maram,efedee,eat,,eworooai,patiree,eoeffr,matai,hiamòorre,verrverra,mareere,marroowhai,,,wahaeahei,,eohoo,eàrahow,,teà,,poeooleoole,poemeedee,,,,oëoëteres,,mènne,,,mate,,,,myty,,,po,mahan,,nehàia,emòto,eàeenietematto,,,earo,etooa,t'èna,,whattata,,nooie tehai,waow,tooanahoe,,,,,,,,,,,,,,tohe,rooa,torhoo,ha,illemei,whaine,hitoo,walhoo,iva,hoolhoo,arooato,,,
Savu (1773),wùlaba,,,baibo,teaco,,,,,,,racäee,,dùloo,,,,soofoo,kòlogoòno,,,tseeo,,catoo,lacòco,row,sivànga,,kìssoo,larà-voòboo,ingootoo vàva,vaio,,ttanjee,,painyee roo elloo,gnaä,,toonoo,neenawei,,,wodeèloo,roädeèloo,màdda,sillaèo,,tbudje,,,midyadee,,,momonne,mobunne,anawuneekee,,,,,umoo,,,,,,,,,,,,,,maate,,,tte,adjoo,,,,,,,,,,,,,,,,ttooe,gnaca,doleela,dulloo,row-mannoo,,,,macoocooree,munje,roolai,,,,samala,,nudoo,,calai,row,,,vooe,,raee,wawadoo,lasilai,ailea,,aidàssee,gàrra,,,leèroo,wurroo,,miramoo,,,,,,,kibàsoo,mireèngee,,,,aee,varitai,sabooai,,bulla,du poodeo,sooree,cairara,mingaroo,,,,,,,,,,,monama,,,,,mudda,,,,tsoonne,,,,,,,,,,,,,,,,,,,,,,,,,,iffe,rooe,tulloo,uppa,lumee,unna,petoo,aroo,saio,singooroo,roo ingooroo,lumingooroo,singassoo,setuppah
Butuanon,alima,kawaa,tuo,siki,mopanaw,daan,kansani,liso,molangoy,mangili,agbon,panit,likod,tian,bukog,tinai,atay,dughan,abaga,kasayud,maghonahona,mabuga,dugo,oo,liug,buhok,ilong,hungahok,simhot,baba,ngipon,dila,katawa,motyaho,suka,molowa,mokaon,supa,magloto,moinum,asngab,supsop,talinga,modungog,mata,makita,huy-ab,mokatuug,hotlok,modamgo,mo-ingkod,mo-tindog,tao,usog,daga,bata,banah,asawa,inaa,amaa,baay,atop,ngan,laong,lubid,hikut,sursi,aguha,panganop,motiro,dogyat,lapu,mangawat,mopatay,patay,buhi,kamas,higbat,kahuy,sipak,maha-it,ngawod,hinang,magtanom,pili,tubu,mohubag,puga,kumkumon,kadkad,bili,bokad,lubok,etsa,mahuog,gadya,langgam,itlog,balahibo,pagikpik,molupad,ambaw,buog,supang,ikog,haas,bitok,kuyamad,hilam,lawa,isda,tata,sanga,dahon,gamot,bowak,bunga,sagbot,lupa,bato,buhangin,tubig,sug,dagat,asin,lam-anaw,guwangan,langit,bulan,bituon,panganod,hamog,uwan,anog-og,lipat,hangin,hoyop,init,mahagkot,patayhon,basa,mabug-at,kayo,sunog,ano-oo,abo,itum,puti,puwa,daag,lunhaw,mayutok,aslag,dakadaka,mahaba,manipis,baga,pi-ot,lakbang,apdos,masipogon,maas,bag-o,madiaw,laat,husto,duum,adlaw,tuig,gun-o,tago,saka,yadto,suod,babaw,lawom,ini,iyan,duol,lagyo,diin,ako,ikaw,siya,kita,kamo,nila,ngan,sin-o,iban,tanan,kaamo,kon,inono,dii,ihap,isa,duwa,too,upat,lima,unom,pito,walo,siyam,sampo,kadowahan,katohohan,isa ka gatos,isa ka libo
