Language,hand,left,right,leg/foot,to walk,road/path,to come,to turn,to swim,dirty,dust,skin,back,belly,bone,intestines,liver,breast,shoulder,"to know, be knowledgeable",to think,to fear,blood,head,neck,hair,nose,to breathe,"to sniff, smell",mouth,tooth,tongue,to laugh,to cry,to vomit,to spit,to eat,to chew,to cook,to drink,to bite,to suck,ear,to hear,eye,to see,to yawn,to sleep,to lie down,to dream,to sit,to stand,person/human being,man/male,woman/female,child,husband,wife,mother,father,house,thatch/roof,name,to say,rope,"to tie up, fasten",to sew,needle,to hunt,to shoot,"to stab, pierce",to hit,to steal,to kill,"to die, be dead","to live, be alive",to scratch,"to cut, hack",stick/wood,to split,sharp,"dull, blunt",to work,to plant,to choose,to grow,to swell,to squeeze,to hold,to dig,to buy,"to open, uncover","to pound, beat",to throw,to fall,dog,bird,egg,feather,wing,to fly,rat,meat/flesh,fat/grease,tail,snake,worm (earthworm),louse,mosquito,spider,fish,rotten,branch,leaf,root,flower,fruit,grass,earth/soil,stone,sand,water,to flow,sea,salt,lake,woods/forest,sky,moon,star,cloud,fog,rain,thunder,lightning,wind,to blow,warm,cold,dry,wet,heavy,fire,to burn,smoke,ash,black,white,red,yellow,green,small,big,short,long,thin,thick,narrow,wide,"painful, sick","shy, ashamed",old,new,good,"bad, evil","correct, true",night,day,year,when?,to hide,to climb,at,"in, inside",above,below,this,that,near,far,where?,I,thou,he/she,we,you,they,what?,who?,other,all,and,if,how?,"no, not",to count,One,Two,Three,Four,Five,Six,Seven,Eight,Nine,Ten,Twenty,Fifty,One Hundred,One Thousand
Neve'ei,nevera-,mwiyir,bweradaŋ,netal-,vavu,nesal,vwelem,vilih,gar,metemet,nelevwetan,nivini-,neta'a,neteba'a-,nobologo-,nesne-,nemabu-,numumum,nebat-nubuha,ro|gulel,sisien,meta',nidri,nebat-,nebeloa-,nansile-,na'ansu-,ŋusŋus,nsuŋ,noboŋo-,nolovu-,neleme-,ŋaŋ,taŋ,yoxyoɣ,viviri,'a'an,nsimwi,tntn,min,xas,mumum,nadlaŋa-,roŋ,nemeta-,leh,maŋalal,matur,matur,matmatur-bari,mwa'am,tur,mumur,nemwen,nomomoɣ,nat-,tenemwen,tenavin,sne-,teme-,niyim,niat,negensa-,vweri,na'au,vivisen,lelaɣ,,gagah,lu,dur,xus,vevena',xus bin,mah,mour,tegerev,tetar,na'ai,ŋar,magal,ŋot,ra',luv,,mour,lelem,sisi,seber,xal,vul,nsevuŋ,tuɣ,videnen lowi,suren,libaɣ,nimin,na'adle-,nansile-,na'avera-,mera',nelabut,nasoxo-,niliŋlaŋ,nibis-,nemwat,nunsulah,na'at,nenam,nolo,niaɣ,bo,nubusura-,noro-,noxora-,nuvuŋu-,nevwe-,nimwini,netan,nevat,newenwen,nowi,ror,netah,,nelem,na'aidu,neran,navil,nimwinsi,nelaŋ nous,nebadbad,nous,nuwurwur,navilvilian,nelaŋ,sesar,tutn,mela'ah,mesemah,wier,mav,na'am,tuŋuh,tetal,nimis-,metemet,mavis,mial,lulut,xansxansan,ŋaŋa',lebelam,ma'a|buɣ,bereber,malivaliv,matl,,,mesa',,toro,midimid,revaɣ,moul,toxot,buŋ,nabuŋ,nesaxau,gensan,bwa',sesa'awi,le,le,ra'ai,retan,ge,nenaŋ,lili,nsemweh,ive,no,gu,i,get,gem,ar,neve'ei,nei,teli,,mi,menaŋsi,medaŋ,nahau,doŋon,sevaɣ,iru,itl,ivah,ilim,nsouh,nsuru,nsutl,nsavah,naŋavil,naŋavil iru,naŋavil ilim,naŋat sevaɣ,netar sevaɣ
Nāti,nivara-,ntal|meir,mpwaraŋkin,nempuly-,loŋ,nahal,wiliŋ,mempi'is,vœvœp,mytmyt,nœmpusrep,no'olsi-,nita'u-,niveti-,mpoloŋo-,nehini-,nymamp mytmyt,nehuhu-,mpatava-,roŋhur,ntrimtrim,mata',nintrei,mpati-,nintolo-,nesivule-,neaŋkunhu-,ŋaraŋar,ŋaraŋarmpon,mpoŋo-,nelivo-,malampuŋ,mwas,teŋ,luelu,vurei,'a'an,ŋis,suŋ,myn,'as,,ntelŋa-,til|roroŋ,mata-,lys,moulei,metur,metur,nœmpwœrei,sump,tāris,,nemurut,nimomo',nempunoŋ,nemurut,nimomo',amo',tatai,niyum,melaŋan karar,ne'ia-,,nitel,titi',turtur,,,,simp,,,mpwil,mes,mewur,'oi,,na'ai,movor,(ma)kan,mah,ra','impwi',,ŋkas,timp,mpur,vurvur,'il,,,,mpwœsi,lap,nekilu,nimen,man|tlœ-,nesivule-,nesivulen vara-,vevemp,nelemput,nevy'oh,leŋleŋ,,nœmwat,nentules,no'ut,teu'as,neŋkiŋkapleu,mahal,mpu,nympal,nœrœ'ei,na'aran,netyvyh,nœvan,nœmwœnei,nitan,nivet,nempin|wen,nuwei,,nites,nirer nites,,nempyn'ai,meliŋk,nivyl,nœmosi,nœmap,,nuwuh,nevylvaravar,,nileŋ,wupwup,pilpil,mal'ah,mahmah,mil,ntip,na'amp,,nentuŋ,nœmpwisnep,mytmyt,mœvys,mœmal,lytlyt,'asan,vāri,mpou,mpœ'ampœ,mpārap,motoŋk,,,,mā',mwal,,vœvœu,leh,mpil,mpwaraŋkin,levwa'at,nempuŋ,,,lu'lu',ha',le-,leyum,,latan,,,,mpe|sili,,kinaŋk,inuŋk,'ei,nto|lyl,amu|lyl,ro|lyl,nāti,,sili,mwah|teh,,,,,mpolyŋ,isi',iru,ityl,ivœs,ilim,seusi',seuru,seutyl,seuvei,laŋavœl,mwarlala' isi',,mwarlala' ilim,
Lamalera (lembata),limate,meki,faine,leite,pana,larã,bəso,tue,maŋe,milã,əmut,kãmã,kətubəŋ,lufu,riuk,kəboti,onã,korok,lepit,toi,petã,kəruit,mei,kotãte,fuli,rata,niruŋ,ərã nãi,penukã,fəfã,ipã,efel,geka,tani,muta,təmiro,ka,,dəna,tenu,goki,tu,tilu,dəŋa,matã,təgəl,,turu,pafã,turang,tobo,dei,atadikã,kəbaelake,kəbarafake,ana,kəlake,kəfae,əma,bapa,lango,ufun,naraŋ,mari,tale,boŋã,hau,luhir,bati,pasa,tuba,teka,tāka,təbajak,mata,mori,garo,belo,pukã,ləka,bərəkə,moso,kəriã,mula tubak,pile,,kəbaras,piuk,pe,gui,hope,buka,bolak,geba,goka,ao,kolo,təlu,rafuk,kəpik,bəka,,hik,forã,iku,ula,salafalã,kuto,,,ikã,fãu,,lolo,ramut,pu,fulã,kərəmet,tana,fato,botã,fai,bã,lefa,sia,lifo,əka pənət,kelã,,tona,kofa,apu,urãn,,,aŋi,die,pəlate,gələtã,marã,sənəbe,batã,ape,papi,sənəgur,kafu,mitãŋ,burã,meã,kumã,keor,keni,belã,kəru,blã,mənipi,pəfərə,hipet,pelafat,belarâ,meang,magu,fu,sənarəng,afadatəŋ,murã,remã,ləro,tuŋ,arapira,,,lau,belomã,,,pi,pe,dae,doe,diga,goe,moe,nae,kame,mio,rae,alaka,heku,geak,fakahae,nã,kalu,take,take,,tou,rua,telo,papi,lema,,pitu,,hiwa,pulo,rua pulo,,ratu,riwu
Kadorih,ɾoŋo,kamuɾoi,kotouu,paa,ñaɾan,ǰaɾan,ɾombut,,naŋui,,karaßu,uhpak,ɾihkut,butui,tuɾaŋ,tanoii,ahtoi,tusu,bahai,taan,bapihkir,mihkoh,daha,kuhuŋ,učat,baɾou,uruŋ,nahasoŋ,ŋarok,bau,ñihpo,ǰoɾa,ŋatao,naŋih,ŋuhta,ŋaɾuhča,kuman,ñihpa,pakosak,ŋorih,maßak,ñariop,taɾiŋa,ŋonih,mahta,nohto,nuap,tiruh,kaɾiŋ,nuhpi,tuot,tombok,kaɾunon,bahkas,baßi,anak,bosai,oruh,inai,amai,ɾohpou,sahpou,aran,mander,taɾi,ñukui,nusuk,doih,ŋandup,nembak,nembus,ŋoɾaŋ,nahkou,munu,mahtoi,boɾum,nakačou,nohtok,tohtok,ñiɾa,monyoot,ŋačin,bagaßi,ŋamuɾan,mitih,,ɾotiŋ,,,ŋaɾi,moɾi,muhka,ŋuhča,muhkah,nahak,asu,ohčin naaŋ,kotoɾuh,buɾun ohčin naaŋ,iɾat,naaŋ,baɾaßou,usi,muɾoŋ,ihkuh,ɾohi,ɾukuŋ,kuhtu,ñamuk,bakaŋ,ohčin,boi,daan,daun,saßut,kambaŋ,bua,uru,,bahtu,baras,danum,saɾut,,toñu,ɾuou,haras,ɾaŋit,poɾama,pation,indoŋ ondou,kabut,uhčan,kokoraŋ,kiɾap,bahiu,,baɾasut,saroŋin,točah,bisa,bahat,ahpui,ñaha,osun,karaßu,mitom,puhti,maŋan,bahenda,bahiǰau,koik,haǰo,ɾißak,ombu,mihpih,kahpan,sihki,baka,poros,mia,oko,bahua,pios,ǰaat,tuu,ŋoɾomi,ŋandaii,toun,mira,masuhuk,nuhkat,aaŋ,ɾußaŋ,isuŋ,pinda,ihtuh,ahtuh,doni,mahču,amoh,ahku,ihko,io,ihto,ihkam,iroh,inon,iai,bohkon,uras,tutaŋ,amun,inon koɾou,eam,,ihčo,duo,toɾu,ohpat,ɾimo,onom,pihtu,ǰaɾu,sioi,sapuɾu,duo puɾu,ɾimo puɾu,ɾahtus,sokučan
Dayak Bakatiq-Sara/Riok,barekng,kiriʔ,tauʔ,kajaʔ,bajalatn,galeʔ,utukng,,nangoi,saih,unuk taneʔ,kurit,balalakng,tanain,turakng,,ate,sadûʔ,kawe,pane,ngasukng,buut,dayaʔ,abak,jangok,abok,dudukng,masukng,nyium,babaʔ,japuʔ,rataʔ,guluk,munseʔ,rama,ngãrãyãng,uman,mapaʔ,nanûk,uman,ngoot,nginsap,rajak,dingah,matuʔ,ileʔ,kuab,buih,bagurikng,pimaʔ,unyung,agutn,naa,are,maũ,anak,banun,sautn,sinûʔ,samaʔ,ramin,arû,gaatn,mujiʔ,tariʔ,muung,nyait,jarum,nyarõh,,ngamok,madok,nangkû,ngamih,kabih,idip,ngarumet,matah,kayuʔ,matûd,rujaʔ,sunu,bakaraje,murãʔ,maliiʔ,,bakus,,ngagupm,ngarĩʔ,marĩ,mukaʔ,ngubah,nyangkaatn,maneh,kasuʔ,manuk,turah,burutn,arad,narabakng,babû,insitn,binyak,ungke,dipaʔ,,,parungakng,angaʔ,ikatn,bangus,daatn,dautn,,bunge,buah,uduʔ,taneʔ,batuʔ,pasir,paitn,matukng,laût,siaʔ,danau,tarutn,atûkng,buratn,bintakng,atub,kabur anû,ujatn,guntur,kilat,maaʔ,ngampuh,paras,,badûʔ,baseʔ,baat,api,,asûp,,sungut,balakng,bajaraʔ,kuning,biru,ineh,ayûʔ,unsok,angû,mayũh,kapa,sampit,,anapm,mangun,ama,bau,bait,jaeʔ,iyuʔ,ngarûm,anû,sawaʔ,nginaʔ,,makaʔ,ka,ka sadatn,ka samû,ka saroh,diah,dikoh,bajiket,jûûʔ,k'ume,iyûʔ,imuʔ,adù,iteʔ,dangkupm,adakngdù,jai,asi,laitn,maan-maan,igeʔ,nû,kuʔme,katiʔ,ngitong,asaʔ,duaʔ,taru,apet,rimaʔ,unum,ijûʔ,mãĩʔ,sapire,sapuluh,duaʔ puluh,rimaʔ puluh,saratus,ribu
Bajo,tangan,kidal,kanan,nai,tumalan,lalan,teke,giléh,rumangi,marumus,abu,kulik,bukut,betah,bakas,isi betah,atai,susu,bahe,katonan,mikir,talau,laha,tikolo,keloh,bulu tikolo,uroh,nansah,uroh,boa,gigi,dela,ngakak,nangis,nguta,ruja,nginta,ngeket,bele,nginun,ngéket,kokomot,talinge,kalé,mate,indat,masao,tidor,paléa,ngupi,ningkolo,nenggé,aha,lele,dende,ananak,ele,ende,emma,uwa,roma,sapau,aran,susuran,ingkat,samboh,ngarait,jarun,ngalébu,andak,suraman,palu,tangkau,bono,matai,elun,nguraut,apu,balaman,pasilekat,taran,tompol,nganjame,tanan,péné,timbo,baha,pera,nagah,kali,meli,buke,manuto,niba,lagga,asu,buroh,antelo,bulu,kapé,luméyah,tikus,isi,menak,ingko,soe,ulat,kutu,lamengat,bongangan,dayah,buco,engas,daun,uragat,bunge,bua,papadah,tana,batu,gusoh,boé,pasuru,dilau,garan,lebangan,romah,langit,bulan,mamau,tai sangai,ambun,uran,lala,lala,sangai,tiut,panas,jareni,toho,basé,berat,api,tunu,umbu,abu,lohon,potéh,mire,kunéh,nyuloh,diki,bagal,pendak,taha,nipis,reban,kiput,lambu,pedih,ambangan,toe,bau,malaso,rahat,taho,sangan,ellau,taun,sumeran,pasipit,numanyak,ma,ma dialan,ma diata,ma dia,itu,iru,tuku,téo,menjé,aku,kau,iye,kite,kite,kahan,ai,sai,sandiri,mémon,du,lamun,batenjé,ngai,milah,da kayu,due,telu,papat,lime,enan,pitu,walu,sanga,sapulu,duempulu,limempulu,da atus,da sabu
Inabaknon,kambag,kawiri,kawanan,kitid,langngan,lalan,da'ito,arop,rangi,rigsok +d1,alpog,anit +d,taludtod,battong +it+d1,ta'ulang,,atay +t+d1,darakan,sugbong,alimagmag?,huna'-huna',kuba-kuba,laha',takulok,kallong,barahibo,urong,hingasong,hingos,bawa',impon,dalla',patatawa,bikho' +d1,uta',tupra,kabos,samsam,sugna',tal'ok,pang'it,supsop,talinga,kali,mata1 +t+d1,kulaw?,huyam +d1,turi,libbak,,tingkarag,tunggo,a'a,lalla,danda,dadi',mistir,alla,nana,tatay,ruma',bungbong?,aron,palling,pisi' +t+d1,gu'os,tahi',dagom +d1,mamanwa,pana',bundak +d1,igo'1,laris,buno' +d1,matay,allom,kudkod,hadhad,dabal,si'ak,tarom?,dungpol,malli',lubo2,pili' +t+d1,tubo'1 +t+d1,,pihi',antan,bungkal,balli,abri +d1,labbok,tur'og,raknag,ido',manok +t+d1,antallo,barahibo,pakpak +t+d1,layog,balagting,karni +t+d1,lammok,ingko,sawa +d1,ulot,kuspad +d1,namok,lawa' +d1,daying,lapa',sanga +d1,dahon +t+d1,gamot +d1,burak,buwa'1,gabon,pitak,bato +t+d1,baybay,buwahi',daras,kalawot,asiya,danaw,talon,langit +t+d1,bulan +d1,bitu'on +d1,panganod,alupu'op,uran +d1,dalugdog,kil'at,bariyo,,alusu'os,anni,tuho',piripiti,buwat,api,sunog +t+d1,humbo,agbon,,puti' +t+d1,piyat,dulaw +d1,grin,diki',haway,pundok,,husok,dakmol +d1,diki',lambo,paddi,sipog,andang,bag'o +d1,halap,,husto +d1,sangom,allaw,anyo,sumiran,tago',daplos,,,yungod,dilalom,nayto,nay nan,tapit,lantong,palingnga,,,iya,kami',kaw,,ay,say,la'in,dimu'an,asta,kon,mati'ay,ma'in,kwinta,un,dos,tallo,ampat,singko,annom,pito',utso,nwibi,awatong,baynti,singkwinta +t+d1,addahatos,
Mapun,tangan,kayli,kawnan,battis,lumān,lān,pitu,bibay,langi,lama'-lama',momok,kuwit,bukut,babat,towang,babat,atay,dakan,baha,tau,hiyang-hiyang,tawu,laha',kōk,kallong,dawun,sammo,inansong,sangngok-sangngok,behe,impon,dalla',tatto,tangis,uta',lura',kakan,papa',buwat le' mangan,inum,keket,sassop,tinga,kē,mata,kita,owap,tuli,bāk,upi,tingkō,tangge,jama,lalla,danda,anak,lla,nda,indu',mma',luma',sapaw,awon,bā',ingkot,ingkot,tahi',panahi',,timbak,dugsu',badji,tangkaw,bono',imuwa,lahat,gahit,kantama',,bakka',tawom,tompo,buwat,labbong,pene',tomo',buntu',gipit,ntan,kali,balli,buka,tappa,hiyak,labu',ido',manuk-manuk,intallo,bū,pikpik,lomeng,babaw,sumbalian,hambug,ingko,sō,uwot,kutu,langnget,lawa',daying,halu',engas,dawun,gamut,sumping-sumping,buwa',tahid,gumi,batu,ungus,bohe',liyud,dilawut,timus,danaw,guwangan,awan,buwan,potean,tayi' baliyu,ambun,uwan,guntu,mangirat,baliyu,tiyup,pasu',tanne,kaling,base',bohat,api,tunu,humbu,abu,itom,pote',akket,kunit,garung,diki',luha,pinggod,taha',lannik,baga,kiput,lambu,bisa,iya',toa,bahau,mahāp,maat,mattan,bahangi,allaw,taun,milan,tapuk,dāg,hambit,ni,jatá,ndiyò,itee,ilooy,pook,tā,ningga,aku,ko,ya,kami,bi,da,oy?,soy,sarī,labbasakayi,ka,apabila,pooy,niya',itung,dambuwa',duwa,tallu,mpat,lima,nnom,pitu',wawu',siyam,sapū,duwampū',limampū',hatus,libu
Enggano (Malakoni Village),ɛaʔ,ɛ̄ɛ̄h,kanan,ɛʔaa,,ɛko,,,,yoroʔ,dəbu,yukh,puŋguŋ,kita,ɛa,kita,kita,,,pa?ko'aʔ,akitaʔ,,kyakh,ɛyu,hanuʔ,yur,paŋ,hap'aʔ,,kaʔaʔ,kaaʔ,di,kekah,bɛbɛr,,iith,no,,pahbu,kahit,ɛha,hopiʔ,karih,,bakh,pə,,wɛh,,,,,kakh,kakh man,kakh iudh,ya,dar,enaʔ,maʔ'aʔ,paʔaʔ,,,ni,uəh,kadi,raʔ,yaʔ,,,,haʔ,abə,,,kaʔa,kədh,hi'on,həkʰ,ku,,kaʔəəd,,,,,,kuph,pih,dər,ɛnam,,,,oyʔ,uʔūūy,bɛɛ̄,kɛʔɛp,təror,pruru,yapɛ'ap,hɛʔɛp,tikus,hiədh,ɛw,ɛyiʔ,ap'ukh,kopɛn,hɛup,,,yay,karo,dukup,pruru,akar,muŋo,h'ɛyu,ɛ̄ap,dowp,iɛa,doʔra,bə,,iyɯɯt,kanam,danaw,hoʔpu,laŋit,kaŋa,koʔmim,awan,kabut,ɛbe,,,ki,apo,kaʔtahawdh,i'eh,kaʔkih,kamoʔ,kanu,ɛəp,,kano,p'əʔ,kaʔk'eh,kaʔdɛh,kaʔtop,kaʔkuniʔ,kaʔblaw,īīkh,amuh,nuiikh,atinuʔ,kaʔnɛn,ɛ̄ɑɑph,kəʔəkh,atipoh,kapuh,,duo,aʔu,ka?uo,yiip,ūūnə,karpo'as̄,ari,taun,wan,,,i,ikiho,,,ɛ̄ʔ,ɛ̄oʔ,pane,,yahan,ɯɯ,əʔ,kiə,a,ari,h'em'eʔ,yah,ha,aʔm'eh,ki,dan,ahə,kinan,kɛʔ,ə'anɛm,kahakh,arɯɯ,akəət,aop,arip,,,,,,,,kakakhratus,kahakhribu
Enggano (Banjar Sari),ɛaʔ,ɛ̄ɛ̄h,kanan,ɛʔaa,,hɛko,,,,yoroʔ,dəbu,yukh,k'uuʔ,kita,ɛa,kita,baham,,,pa?ko'aʔ,akitaʔ,,kyakh,ɛyurup,hanuʔ,yur,panum,hap'aʔ,,kaʔaʔ,ɛkaʔ,di,kekah,bɛbɛr,,iit,no,,pahbu,kahit,ɛha,hopiʔ,karih,,bakh,pə,,wɛh,,,,,kakh,kakh man,kakh iudh,yaɑ,dar,enaʔ,maʔ'aʔ,paʔaʔ,,,ni,uəh,kadi,raʔ,yaʔ,,,,haʔ,abə,,,kaʔa,kədh,hi'on,həkʰ,ku,,kaʔəəd,,,,,,kuph,pih,dər,ɛnam,,,,oyʔ,uʔūūy,bɛɛ̄,kɛʔɛp,təror,pruru,yapɛ'ap,hɛʔɛp,tikus,hiədh,ɛu,ɛyiʔ,ap'ukh,kopɛn,h'ɛyup,,,yay,karo,dukup,pruru,akar,muŋo,h'ɛyu,ɛar,dowp,iɛa,doʔra,bə,,iyɯɯt,kanam,danaw,hoʔpu,laŋit,kaŋa,koʔmim,awan,kɛpəpə,ɛbe,,,kiə,apo,kaʔtahawdh,i'eh,kaʔkih,kamoʔ,kanu,ɛəp,,kano,pəʔ,kaʔk'eh,kaʔdɛh,kaʔrop,kaʔkuniʔ,kaʔblow,īīkh,amuh,nufikh,atinuʔ,kaʔnɛn,ɛ̄ɑɑph,kəʔəkh,atipoh,kapuh,,duo,kaʔu,kaʔu,yiip,ūūnə,karpo'as̄,hari,tahun,wan,,,i,ikiho,,,ɛ̄ʔ,ɯɔʔ,pane,,nuʔ,ɯɯ,oʔ,kiə,a,ari,h'em'eʔ,yah,ha,aʔm'eh,kiar,dan,ahə,kinan,kɛʔ,ə'anɛm,lahakh,arɯɯ,akəət,aop,arip,,,,,,,,kahakʰratus,kahakhribu
S.W. Palawano,elima,gibang,kewanan,tiked,panew,dalan,ato',isi',langoy,meridi',elikabok,kulit,likod,berebewang,tulang,tine'i,atey,dudo',ebaga,seod,pikir,takot,dugo',ulo,lieg,buek,edong,ginawa,arek,munong,nipen,dila',kesit,siak,suka,ibeg,kumaan,sepa',iluto',inom,kagat,sepsep,telinga,kingeg,mata,mebiri',wab,iga',buntol,teginep,adong,teyeg,taaw,lelaki,libon,memulek,esawa,esawa,indo',ama',benwa,sapew,ngaran,beres,tali,siget,tehi',dagom,subok,pana',seksak,lipak,takew,imatey,patey,biag,kutkot,tigbas,kayo,randang,metarem,megaddel,keradya,luak,pili',dekla',baga',megpega,kepet,kali,elen,tumukas,lebek,bakal,degdag,ideng,begit,tilog,bulbol,elad,lepad,belab,uned,taba',ipos,seli,lungati,kuto,kuramot,kelelawa',seda',burok,sanga,deon,gamot,burak-burak,bua',kenit-kenit,lugta',bato,egis,danom,burbor,dagat,asin,-,talon,langit,bulan,bituen,inarak,habong,delek,duldog,kilat,deres,dumres,meinit,meramig,toog,basa',mebegat,apoy,tumutong,tabok,abo,meitem,meputi',mepula,mekunit,melunew,ibon-ibon,kela',mebaba',melembo',menipis,mekapal,mekitib,mebkang,mesakit,meleo,megurang,bago,menunga,meyaat,sugat,gebi,eldew,te'on,ngiran,tago',ineik,atot,seled,timbew,sirib,ito',yatin,mekabi',merayo',embe,ako,ikew,ya,kami,kemuyo,diye,eno,sino,iba,tanan,bo',ba',enukuan,diki,itong,isa',dua,telo,epat,lima,enem,turo',walo,siam,sengpulo',duang pulo',llimang pulo',senggatos,sengribo
Bundu Dusun (Central Dusun),longon,gibang,wanan,gakod,panau,dalan,rikot,kilong,kaau,romos,abuk,kulit,likud,tian,tulang,tinaiʔ,lusou,susu,lihao,ilo,sorou,oris,rahaʔ,tulu,liou,tobuk,todung,puhobo,singud,kabang,nipon,dilaʔ,irak,ihad,ilob,dulaʔ,akan,sapaʔ,onsok,inum,kokot,siop,tolingo,rongou,mato,kito,uab,odop,latan,ipi,irikau,ingkakat,tulun,kusai,tondu,tanak,sao,sao,tina,tama,walai,taap,ngaran,boros,tali,wongkos,tombir,dalat,asu,,tokon,bobog,panakau,patai,patai,pasi,kukut,tagad,kayu,lapak,tarom,opodih,morobuat,tanom,piliʔ,gumayo,lumonit,pagaʔ,igit,ukad,boli,ukab,tutu,taam,ratu',tasu,tombolog,tontoluʔ,talad,palapaʔ,tulud,tikus,daging,lunok,tikiu,tulanut,tonggiluang,kutu,nondui,korut,sadaʔ,momos,rahan,roun,gamut,bungaʔ,tuaʔ,sakot,tanaʔ,watu,togis,waig,luyung,rahat,silaon,botung,gouton,taan,tulan,rombituon,houn,houn,rasam,tinggoron,kodumaat,ribut,soogiʔ,alasuʔ,osogit,otuuh,oyopos,aagat,tapui,tutud,lisun,tauh,oitom,opurak,aragang,osilou,otomou,okotoʔ,agayo,osiribaʔ,anaru,onipis,akapal,okikip,alaab,oruol,oikum-ikum,olohing,wagu,osonong,araat,otopot,otuong,tadau,toun,soira,lisok,indakod,id,id suang,id saat,id siribaʔ,iti,ilo,somok,sodu,hombo,ioho,iaʔ,iau,iato,iaʔ,ioloʔ,nunu,isai,suai,ngaaiʔ,om,ondum,poingkuro,amuʔ,intob,iso,duo,tolu,apat,limo,onom,turuʔ,waluʔ,siam,hopod,duo nohopod,limo nohopod,hatus,soribu
Tonsea,dengen,kawii,kenawan,kuku,kumelang,lalan,ma'ai,rumeko',ma'oyouw,rerek,awu,dunus,ru'ur,po'ot,dui,tina'i,ate,toto',paduka,mata'u,ghumenang,ma'inde,daa',udu,dee',wu'uk,ngirung,ma'aseng,mawou,suma,wa'ang,dida',kume'ke,mame',dumua',dumuda',kuman,numayo',dumutu',melep,kumiki,sumepsep,dunteng,tumerang,weren,melek,matetekel,tumekel,kumolo',maupipi,mumpe',rumondor,tou,tuama,wewene,rinte',ka'awu,ka'awu,ina',ama',wale,atep,ngaran,dumakut,tadi,waduden,mawilit,jarong,mapalele',sumeput,rumuki,mapentek,mangudu,mapate,mate,tumou,kumorkor,kumetor,teken,maweteng,tadem,tumpul,ma'yang,tumanem,metin,sumuwuk,sumegha,rumo'mbes,mingka',kumiar,tumeles,mawuka,wewengku,dumombo',maraghos,asu,ko'ko',etedu,wutwut,tetelew,tumelew,bobot,dadeina,tawa',ipus,ude',loloati,pelotung,ro'ongit,karibobotan,pe'en,wu'ut,panga,dadi'na,amut,seput,wua',dukut,tana',watu,eris,doud,ma'aduy,tasik,asin,dano,tadun,dangit,lelo'on,toti',engur,lalemdem,udan,tangker,kila'pong,reghes,sumengo,pasu',date',pera,dembes,wuted,layas,rumengis,terbur,awu,didem,puti',rundang,ririi,mata',koki',sela,poghar,dambo',tawis,dempad,peset,doang,kumenit,ma'idang,tu'a,weru,le'os,lewo',betul,wengi,endo,taon,sawisa,kumo'ot,sumake,mena,roro,wawo,lalem,nyi'ai,ni'itu,rende,dou',wisa,nyaku,niko,nsia,ngkami,niko,nsera,nepa,sipa,wadina,waya,karia,sa,kura,tea'kan,rumeken,esa,dua,tedu,epat,dima,enem,pitu,wadu,siouw,mapudu',dua nepudu',dima nepudu',matus,seiwu
Biliau,dim,,wan,yei,,dal,-si,,,,,tini,,,,,atei,sui,,,,,,batu,,,,,,au,,balei,,-taŋiŋ,-luwu,,-aŋ,,,,,-mus,talaŋ,-luoŋ,mal,,,-en,,,,,,tamol,paen,nalu/n,,,tin,tam,ab,,wag,,,,,,,pan,,,,-fug,-ma : t,,,,,,,,,,,,,ab,,-sar,,-pas,,,,gaun,man,,kaluŋ,badi,-ruoi,,mudoi,,,muat,,wut,kumakum,,ii,,,,,,,rei,tan,,,ran,,mas,-mas,,,,,buai,,,,,,,,,adidiŋ,,,,yau,aniŋiŋ,ya/wos,,,,,kayaŋayaŋ,,,,,,,,,,,,,fau,,,,idom,ad,,,,,,,,,,,,,,nam,on~un,in,mam,an,in,,,,fili,,,,team,,,ru,tol,val/bad,,,,,,,,,,
Pingilapese,,,,,,al,,,,,,,,,,,,diidi,apɛr,,,,inda,,,,,,,aw,,,,sɛŋ,,,,,,,,,,rɔŋ,,,,mɛyr,,,,,,,(sere)-peyn,sɛri,,,inɛ,seme-,iimʷ,ɔs,ad,,,,,,,,,,pirap,,,,,,,pʷɛla-ŋek,,,,,,,,,,,,,,,,,,,,,,,,,ik,,,,,,,,,sɛ,,,,,,,,pil,,mɛ-daw,,,wɛl,lɛŋ,,,,,,,,ɛŋ,,,,,,,ɛy,,,pææs,,,,,,,,,,,,,,,,,,,,,pʷoŋ,raan,,,,,,,,,,,,,,,,,kiis,,,,(i)-saa,,,,ma,,ja-,,,,,,,,,,duwa-,,,,,
Sonsorolese,,,,,,yaara,,,,,,,,,sii,,yaade,,,,,,ssaa,fadúkú,,,,ŋada,,,ŋii,,,taŋi,,,,,mééta,,,,táriŋa,loŋoloŋo,maata,,,,woro-,,maato,,,mʷaane,feyifini,,,,,tama,,yaado,iita,,taani,faúfaú,,,,,,,pilafa,,made,,,,laa,,,,,,,,,fiŋiti,,,,,,kase-fi,,,,sakay,,,,,,,,,,,raamʷu,,,,laa,saawú,walaga,,uwaa,fatini,,,,,,taati,,,,,ma-lama,fidi,,,wúúta,,,,wuugu,,ffééú,,,ssawu,yaafi,,,fanaŋa,,,,,,,,,,ma-rifi,,,,(ka)-mataki,,,(tai)-faú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wetewet,,,,,,woro-,fidu-,,,,,,,
