Language,hand,left,right,leg/foot,to walk,road/path,to come,to turn,to swim,dirty,dust,skin,back,belly,bone,intestines,liver,breast,shoulder,"to know, be knowledgeable",to think,to fear,blood,head,neck,hair,nose,to breathe,"to sniff, smell",mouth,tooth,tongue,to laugh,to cry,to vomit,to spit,to eat,to chew,to cook,to drink,to bite,to suck,ear,to hear,eye,to see,to yawn,to sleep,to lie down,to dream,to sit,to stand,person/human being,man/male,woman/female,child,husband,wife,mother,father,house,thatch/roof,name,to say,rope,"to tie up, fasten",to sew,needle,to hunt,to shoot,"to stab, pierce",to hit,to steal,to kill,"to die, be dead","to live, be alive",to scratch,"to cut, hack",stick/wood,to split,sharp,"dull, blunt",to work,to plant,to choose,to grow,to swell,to squeeze,to hold,to dig,to buy,"to open, uncover","to pound, beat",to throw,to fall,dog,bird,egg,feather,wing,to fly,rat,meat/flesh,fat/grease,tail,snake,worm (earthworm),louse,mosquito,spider,fish,rotten,branch,leaf,root,flower,fruit,grass,earth/soil,stone,sand,water,to flow,sea,salt,lake,woods/forest,sky,moon,star,cloud,fog,rain,thunder,lightning,wind,to blow,warm,cold,dry,wet,heavy,fire,to burn,smoke,ash,black,white,red,yellow,green,small,big,short,long,thin,thick,narrow,wide,"painful, sick","shy, ashamed",old,new,good,"bad, evil","correct, true",night,day,year,when?,to hide,to climb,at,"in, inside",above,below,this,that,near,far,where?,I,thou,he/she,we,you,they,what?,who?,other,all,and,if,how?,"no, not",to count,One,Two,Three,Four,Five,Six,Seven,Eight,Nine,Ten,Twenty,Fifty,One Hundred,One Thousand
Neve'ei (Vinmavis),nɛ-vɛra-,mʷiːr,bʷɛraⁿdaŋ,nɛ-talu-,-βaβu,nɛ-saːl,-vʷɛlɛm,-βilih,-suβasuβ,,nɛ-lɛvʷatan,nɪvin-,nɛtaɣa-,tɛmbʷaʔa-,no-ᵐbʷoloŋ-,,nɛ-maᵐb-,mʷumʷu-,nɛ-ᵐbatᵐbʷat,-roŋ-,-sis-,-mɛtaː,nɪ-nrɪ,nɛ-ᵐbʷat-,ᵐbɛlo-,na-ʔaⁿt͡ʃil-,na-ʔaⁿt͡ʃ-,-ŋusŋus,,nəᵐboŋ-,no-loβ-,nɛ-lɛm-,-ŋaŋ,-taŋ,-oɣiox,,-ʔan,-ⁿt͡ʃɪmʷi,-tntn,-mɪn,,,na-ⁿdlaŋ-,-roŋ,nɛ-mɛt-,-lɛh,,-matur,-maturⁿdo,-ᵐbʷari,-mʷaʔam,-tutur,,hno-mʷorʊ,no-moŋɔː,na-atitiː,tɛnam-,momʷoʔ-,naŋ,maːmʷei,ni-im,ni-at,nɛ-ᵑɡɛⁿt͡ʃa-,-βʷari,naʔau,-ᵑɡu,-lelax,,,-lu,-ⁿdur,-ɣus,,-ɣus imah,-mah,-mour,-ɣoɣor,-tɛri,naʔai,,maᵑɡal,ŋot,-maᵑɡar,-lup,,,-lɛlɛmᵇ,,-vuruh,-ɣal,-βul,-ⁿt͡ʃaluŋ,-ɣusɣus,-tɛⁿdɛmɛn,-wamᵇ,liᵐbʌːx,ni-mɪn,na-ʔaⁿdlɛ-n,na-ʔaⁿt͡ʃilɛn,na-ʔavɛran,-mɛraʔ,nɛ-laᵐbut,na-ʔasoan,,nɪᵐbisn,nɛ-mat,nu-ⁿt͡ʃulah,na-ʔat,nɛnam,nɛ-taʔal,ni-jaux,mum,ᵐbusura-n,no-roun,no-xoran,ni-ŋuvun,nɛ-vʷanɛ-n,nɪ-mʷɪni,nɛ-taːn,nɛ-vat,nɛ-wənoɛn,no-wi,,nɛ-tah,,nɛ-lɛm,na-ʔaiⁿdu,nɛ-laŋ mɛt,na-ʔavil,nɪ-mʷɪⁿt͡ʃi,nɛl-aŋ nous,nɛ-ᵐbaᵐbam,no-us,no-wurwur,na-ʔaβʷilβʷilβʷil,nɛ-laŋ,-xup,supsuvan,mɛlaʔah,mɛsɛmah,wier,map,na-ʔaːm,-ɣau,ital,ni-misʉn,mɛːt,mavʉs,mial,iulut,ɣanⁿt͡ʃɣanⁿt͡ʃan,ŋaŋaʔ,nɛᵐbʷa,baʔandux,ᵐbɛrɛᵐbɛr,,,,,mɛsaʔ,roŋol,toro,miⁿdimin,revʷʌx,moul,,ᵐbʷun,no-ʔotranian,nɛ-saɣao,ɡɛⁿt͡san,-susuɛn,-saʔaran,,boɣut,raʔai,revan,iei,ioxoi,lili,t͡ʃamʷat,kiɛp,no,ᵑɡu,ii,kɛtmamaʔ,ᵑɡɛmruh,ar,,,telimam,,,wɛrsi,mɛⁿdaŋ,ahau,-ⁿdoŋon,səwʌx,i-ru,i-tɬ,i-vah,i-lim,t͡ʃou,t͡ʃuɣu,t͡ʃutl,t͡ʃaʔaβa,ʊŋavʷʉl,ʊŋavʷʉl iru,ʊŋavʷʉl ilim,naŋat sɛβax,
Neve'ei (Vinmavis),nɛ-vɛra-,nɪ-mʷiɛr,bɛraⁿdaŋ,,-vafu,nɛ-sal,-vʷɛlɛm,-vɪlɪh,-suβasup˺,,nɛ-lɛvɛtan,nivin-,nɛta-,nɛ-tɛᵐbʷa-,nɪ-ᵐboloŋ-,nɛ-sn-,nɛ-maᵐb-,nu-mumu-,nɛ-ᵐbʷatn ᵐbʷahan-,,-siɛnt͡s-,-mɪta,ni-ⁿdʳi,nɛ-ᵐbʷat-,nɛ-ᵐbɛlow-,na-ant͡silɛn ᵐbʷatn-,na-aⁿt͡ʃ-,-ŋusŋus,,no-ᵐboŋ-,no-lov-,nɛ-lɛm-,-ŋaŋ,-taŋ,-oxiox,-fiviri,-an,-xasxas,-tntn,-minmin,,,na-ⁿdɪlaŋ-,-roŋ,ni-mɪt-,-lɛ,-maᵑɡalal,-matur,,-lɛhɛnᵐbari,-maam,-tutur,nu-mʷor rar,nu-mor,no-momox,na-titi,tɛnɛmɛno-,no-momʷox no,naŋ-mo,mame,ni-um,ni-at,nɪ-ᵑɡɛⁿt͡sa-,-vɛri,na-au,-ᵑɡu (toto),-lelax,,-ᵑɡaᵑɡaʰ,-lu,-sɔh,-xus,-vɛnoɣ,-ɣos ᵐbimaʰ,-mah,moɔr,,,na-ai,-ᵑɡarwɛl,maᵑɡal,,,-luvf,,,-vəfaan,-vus,-vurua,-xal,-vul,-ⁿt͡ʃavon,-ɣosxos,-tɛmⁿdɛmɛn,-wamᵇretan,liᵐbah,ni-min,na-aⁿdəlɛ-n,na-aⁿt͡silɛ-n,na-avɛra-n,-mɛraʔ,nɛ-laᵐbut,nasɛɣon,,ni-ᵐbisn,nɛ-mat,nɪ-ⁿt͡ʃula,na-at,nɛnam,nɛ-taal,ni-ax,-mum,ᵐbusura-n,no-roun,no-ɣoan,nɪ-vuŋo-n,nɛ-vʷanɛ-n,nɪ-mʷini,ne-tan,ne-vat,no-woroɛn,no-wi,,ne-tah,,nɪ-ᵐbulⁿduŋⁿduŋ,,nɛ-ɛran,na-avil,nɪ-mʷɪⁿt͡ʃi,laŋ,nɛ-ᵐbanban,no-os,nu-wurwur,na-vilvivil,ne-laŋ,,,-mɪlaah,-mɪsɛma,-wier,-map˺,na-am,-ɣau,-talian,nis (na-am),-mɛtmɛtⁿdun,-maᵐbʷis,-mial,-lulut,-ɣanⁿt͡ʃɣanⁿt͡ʃan,ɳaŋaʔ,,-aᵐbʊx,-ᵐbiɛr,,,,,-misaʔ,-toxot,,-miⁿdimit,-revax,-moul,-toɣot,,no-tranian,ni-saɣao,,-susuɛn,-saaran,,boxʊt,rasi,fɛvan,ie,ioxɔ,lili,t͡ʃemʷɛh,ɡiɛvf,no,ᵑɡu,ii,ˀɡɛtmamaʰ,ᵑɡɛm,ar,nɪviɛ,nei,telinɛn,,,ʙʷɛrsi,mɪⁿdaŋ,,-ⁿdoŋdoɣon,ᵐbɪsɪvax,ᵐbaru,ᵐbatl,ᵐbeva,ᵐbalim,ᵐbəⁿt͡ʃour,ᵐbuⁿt͡ʃuru,ᵐbuⁿt͡ʃutl,mɛⁿt͡ʃavah,ᵐbavoŋavil,naŋavil iᵐbaru,naŋavil ᵐbalim,naŋat ᵐbɪsɪvax,
Tesmbol (Usus),vari-,mʷir,atᵐbʷi,ᵑɡɛl-,-βalβal,iselɛ,-βal,-ⁿdri,-lɪlɛs,bitɛnə,ᵐbaraŋap˺,ulmɛt,taɡ-,woβtu-,fʷiɣai,mɛrt-,ᵐbuᵐbur,nɛ-sɪs,ne-tɛᵐbɛ,-roŋ-,,-matau,ⁿdʳe,ᵐbʷat-,ⁿdil-,nɛ-βl-,ᵑɡors-,-ⁿdʳer mɛlɡas,-ᵐbʷi,ᵐbuŋ-,nɛ-lw-,mɪlwi,-ʙusiŋal,-ⁿdaŋ,-lualuɔ,-mɛmsir,-ɡarɡan,-dilim,,-mun,,,ⁿdaliŋ-,-roŋ,mɛt-,-lei,-mʷiel,-mʷɔnɛ,-mʷɔnmʷɔnɛ,-ᵐbʷari,-sumsumɔ,-tuar,,na-mʊt,aᵐbutei,ɪⁿdikakal,namut naŋ,aᵐbutei etnaŋ,nɛne,tata,e-imʷɔ,a-rauiɛtɛ,nɛks-,-batɛn,ⁿdɛl,-tuwun (dautau),-tr,,-warwar,-βɛnɛ,-t͡sar,-tmus,-marax,-musᵐʙn,-mɛs,-maur,-wiwi,-rɪs,na-i,-wusᵐbori,-maᵑɡal,ᵐʙux,-rau,-ɡaβa,,,-mɛvuɡʰ,-ᵐʙus,-mɪs (tautau),-sar,-ɡolɛ,-t͡saŋap,-musmuš,-ᵐʙuɔ,-raxai,nakuli,n-mɛn,lɛti,nɛ-bɛli,ablaŋawi,-marax,wusu,nɪ-βsau,,ᵐʙusi,imat,matarɛ,na-wut,na-was,ⁿdaᵑɡalɛ,ne-ɡə,-waⁿdɛ,t͡saŋai,arau-nai,nɛ-ruai,tɪvsi,a-bunvʷi,mʷɛle,ⁿdɛn,i-vɛt,movsuwun,nu-ai,,ⁿdɛs,,ᵐbuldaŋ,ɛᵐdu,i-maɸ,ᵐbesi,ɛvɪlvɪt,imaɸ,,na-use,na-ur,nɛ-ᵐʙɛlɛ,mɛlɣas,-ᵐʙulᵐʙul,-tɛtitin,-mɛlɣas,-mɛsmɛs,-luᵐʙ,-nɪᵐʙ,na-xaᵐʙ,-ɡan,baɾi,ᵐbusuan,-ʙulɛmɛt,-ᵐboβo,-loŋloŋ,-iaŋiaŋ,-ɛmɛlɡɛs,-kakal,-ᵐbau,,,,,,,-bores,-ᵑɡɪᵑɡɪn,mutiɛnɛ,-ᵐbɪβu,-ᵐbʷi,-saᵐʙ,ᵐbaraŋan,laβat,na-ᵐbʷier,,naise,-suɔ,-naⁿdʳa,,luteli,ramali,rɛvi,iaᵑɡa,aia,soŋsoŋ,utɪli,aiᵐbi,kanaŋ,aᵑɡu,ai,ⁿdɛl,amul,aⁿdʳɪl,isɛvɪn,asni,atli,,t͡semun,las,savani,səɡə,-bulo,sai,ⁿdʳo,ⁿdil,ⁿbɛs,limɛ,ⁿdʳusai,ⁿdʳoro,ⁿdʳutil,ⁿdʳuvɛs,ⁿdʳualɪmɛ,,,,
Tesmbol (Melaklak),vari-,mʷɛr,atᵐbʷi,ɛl-,-balwal,,-βʷal,-ⁿdri,-lɛlɛs,mitɛnə,,ulmɛt,taɣ-,fʷot-,aβʷiɡai,mert-,boᵐbur,nɛ-sis,lelu,-roŋ-,-lelov,-natao,ⁿdʳe,ᵐbʷat-,ⁿdel-,nɛ-vl-,ᵑɡors-,-ⁿdʳer,,ᵐboŋ-,nɛ-lβʷ-,nɛ-lwiʰ-,-ʙɪsiŋal,-daŋ,-lua,-mɛmsir,-ɡaːl,-dilin,-sɛv,-mun,,,deliŋ-,-ⁿdʳoŋ,mɛt-,-lei,-mʷiel,-mʷɛn,-manmɛn,-ᵐbari,-sumsuᵐʙ,-duar,,ʔmo,sɛvər,kakæl,,,nɛne,tata,ne-imo,na-riɛt,,-tɛn,tɛl,-tir,,,-wɛrwɛr,-ᵐbas,-t͡sar,,,-mustɛlɛs,-mɛs,,-ᵑɡuiwi,-rus,na-i,-ᵐbori,maᵑɡal,ᵐʙuɡə,-ⁿdʳau,-kava,,,-mɛβuɡə,-ᵑɡit,-ᵑɡames,-tɛr,-ɡol,-saŋaᵐp,-mutmus,-ᵐʙu,-raɡai,kʊli,n-mɛn,lɛti,nɛ-vɛli,,-marax,wasou,nɛ-βsou,,ᵐʙusi,nɛ-mat,,na-wut,na-was,ᵑɡaᵑɡau,ne-iɡəri,ᵑɡoⁿd,t͡saŋai,rawai,na-ruai,tivsi,voᵑɡʷi,mʷənei,ken,ʔe-vet,ɛmovsuan,na-wai,,tes,,lelɛᵐbɛ,ᵑɡartir,nɛ-map,ᵐbɛsi,vɛlvit,imap,soŋsoŋ,na-use,naur,ᵐbəle,malɡas,-ⁿdʳɛt,lɪtɪn,malɡas,tɛnɛ,luᵐʙ,nɪᵐʙ,nɐɣaᵐʙ,-loŋ,ʙurlo,iɛːp,-blemɛt͡s,-ᵐbov,-loŋ,-aŋiaŋ,-ɛmɛlɡɛs,-kakaːn,-ᵐbau,,,,,,,kures,mʷomiel,mʷotiɛne,ᵐboβo,ᵐbʷi,saᵐʙ,ᵐbaraŋan,lavat,ⁿdrɛn,ⁿdɛm,na-isie,-tɛsua,t-aŋaⁿdʳa,,vɛnua,mali,fɛvi,ajaᵑɡar,aia,soŋsoŋ,ajaᵑɡlᵑɡl,aiᵐbi,ᵑɡalɛ,aᵑɡu,ai,ⁿdaːr,mul,aⁿdʳɪl,isɛvɪn,asni,anbi,,t͡simon,,savani,sex,-tɛnɛ,sæi,ⁿdʳo,ⁿdil,bɛs,lilme,,roro,ⁿdʳutil,ⁿdʳuvɛs,,namot͡sari,,,
Fifti (Khatbol),nɪ-fɪra-,mʷer,ᵐbarat-,ni-kuⁿda-,-solsoŋ,,-vʷɛl,-ⁿdɛⁿdɛlvis,-dɛⁿdɛs,,ni-ropⁿdan,ni-vuⁿdumaⁿdʳ-,ᵑɡald-,ⁿdɛmɛŋ-,ᵐboloŋ-,nɪ-ᵐʙurt-,,na-sus-,ᵐbateβer-,-ruŋ-,,ni-mɪtaxtax,nɪ-ⁿdʳɛ-,ᵐbat-,nɪ-ⁿdl-,nɪ-vʷuⁿd-,na-ᵑɡans-,-ᵑɡaβuŋap˺,na-ᵐβun,ni-moŋ-,ni-lβ-,ni-ləmɛ-,-rarap,-ŋar,-iox,-pre,-kan,,,-mɪn,,,ⁿdɪlɪŋ-,-roterox,nɪ-mɪt-,-literox,-maŋulal,-matur,,-deᵐbari,-βor,-tur,,nɪ-mʊɣʊt,nɪ-mɔɣɔmɔx,tatilele,na-ɡa (tɪna),momo (tɪna),neɛⁿdat (tɪna),mama (tɪna),ɣomav (tɪna),ni-at,na-ɣat,-pi,no-ɣɔ,-rem,,,,-ⁿdu,-tur,-te,-solʉkʰ,-teimas,-mas,-maur,-suvsuv,-xoros,na-ɣa,-saʀur,mɪᵑɡal,,-tiβior,-ɡaβux,,,-ᵐʙur,-ʙus,-βɛrox,-xil,-wuⁿd,-nunur,-tɛte,-rirnunu,-ⁿdʳoⁿdʳox,na-xaᵐbwir,ni-man,nuᵑkoβʷɪn,nɪ-lɪᵐbʷon,nɪ-ᵐbʷian,-al,ᵐbisiᵐbok,,,nɪ-ᵐʙsn,nɛ-mat,no-ᵑɡoⁿdɛlas,na-ɣut,ni-toɡas,nɪ-ᵑɡaᵑɡa,nɪ-vuniɛkʰ,momɔ,ni-tabora (naɡa),na-ro-n,ᵑɡɛruɛn,nɪ-bʷoŋa-n,nɛ-vʷan,nu-soᵑɡusoᵑk,no-ᵐbutan,ne-βat,nɪ-βulisilas,nu-wɛ,,ni-tuzu,,,na-ɣatoro,ne-laŋ,nu-ɣuᵐbasi,nu-ᵑɡunmʷuzo,ne-laŋ,,na-us,ᵐbalvar,i-laŋax,,-tʷuwup,-rarar,-tɪᵑɡar,-masmas,-miⁿda,-map,na-ɣɑmɸ,-aᵑk,-tɛltɛl,bɛinaun,-mɛt,-opiop,-mial,-aŋiaŋ,,-lɛle,-laᵐbɛlaᵐb,,,,,,,-sal,,naɣa (tɪlak),-lila,-ribuk,-is,ribuk,livaɣat,na-otiran,ni-ⁿdam,nawaᵐbi,-solʉk,-sakʰa,,-saaᵐʙuɣut,,lapan,eax,ⁿdeŋ,lile,ⁿdɛtes,ᵐbaŋ,na,aɣo,ei,axɪn,ᵑɡam,iɪⁿdʳ,nisəxam,aɣo,,,,,itɪnmax,ᵐbʷisiᵑɡɛn,-tiᵑɡon,saɣam,i-ru,i-tʊl,i-las,ɪ-ldin,i-sos,i-soru,i-sotl,i-sauvas,ŋɑβul,eŋɑβul i-ru,ŋɑβul i-lin,nɛ-ᵑɡat saxam,
Nitita (Khatbol),nɛ-vɛra-,mʷɛr,barat-n,na-kɪdɛ-,-vor,ne-sal,-vunɛl,-ⁿdelvis,-lumᵇlumᵇ,,nu-soᵑksoᵑk,nu-mdumaⁿdʳ-,ne-ᵑkað-,nɛ-ⁿdɛmɪŋ-,,ni-ᵐʙut,,na-sus,nɛ-ᵐbatevɛr-,-ses-,,-dʊdurji,nɛ-ⁿdʳe,nɛ-ᵐbat-,nɛ-ⁿdɪl-,nɪ-ᵑɡaβunap-,na-ɣaⁿt͡s-,-ᵑɡaβuŋap˺,-naᵐʙun,nʊ-ᵐboŋ-,ni-liβ-,ne-ləm-,-rap,,-lu,-ʀre,-kan,,,-min,,,ⁿdɪlɪŋ-,-paroŋ,nɛ-mɛt-,-tɪᵑɡit,,-matur,,ɡitɡitᵐbʳi,-βorβor,-turtur,,nə-mʊɣʊt,nu-momox,ni-tatilele,a-teʁaᵗsolᵗsol,atuʋuaʋu,nɪ-ⁿda,mama,na-xamal,ni-at,nɪ-kisa-,-ᵐbuta,no-ɣɔ,-pisiŋ -pan,,,,-lu,-suɣus,-te,-vɪnokᵑɡi,-teoβʷoʁ,-mat,-maur,,-te,na-ɣa,-teᵐʙur,-maᵑɡal,-ᵐʙiukʰ,-maᵑɡar,-lap,,,-ᵐʙur,-pʷuh,-vuru,-xinaval,-vuⁿd,-səvam,-tete,-ritudu,-ⁿdake (loðtan),na-kaᵐbuʒ,nɛ-nan,noᵑɡopʷi-n,ni-ᵑɡuⁿdi-n,nɪ-ᵐbʷia-n,-βunlaŋ,ᵐbɪsiᵐbox,,,ᵐʙusn,ne-mat,no-ᵑɡoⁿdelas,na-ɣut,nɛ-toɡas,nɪ-kaka,nɪ-βuniɛx,-momo,taboro (na-ɣa),aru (naɣa),ᵑɡerue (naɣa),nɪ-vuᵑɡa (naɣa),nɪ-vʷa (naɣa),ni-soᵑkusoᵑk,nɪ-ᵐʙutan,nɛ-vat˺,nɪ-βulisilas,ni-ox,,nɪ-tusu,,,na-xatoɾo,ne-laŋ,,na-vʉltt,nɪ-vʷɪnimɪsor,,na-us,naᵑkur,,nɛ-tᵑɡar,-ʋuhuɸ,tita,tuᵐdaʁ,nazmasi,-miⁿda,-maɸ,na-xamʀ,-aᵑk,tɛltɛl,nɛ-vulau,-mɛt,-oviov,mial,-aŋiaŋ,-miⁿdalaɣenz,,,,,,,,,-sal,ᵐbor,na-xarut,-viva,-ribik,-is,,livaɣat,ᵑɡuteran,nɛ-ⁿdam,ⁿdʳaⁿdeᵐbi,-solyk,-sak,,saxᵐbuɣut,-toɣaɣa,-tolapan,nisax,ateliᵑd,lilele,aⁿde,aᵐbi,ina,iox,ioxɪm,ᵑɡitⁿda,ᵑɡam,aⁿdiⁿdan,nɛsəɣam,isik,,,,,itana,,-ᵐʙulep˺,saɣam,i-ru,i-tɬ,i-vas,i-lin,i-sos,-soru,i-setl,i-sauvas,naŋaβuʒ,naŋaβul i-ⁿdʳuman iru,laŋaβul i-ⁿdʳuman i-lin,niᵑɡat saxamui,
Tape (Tautu),,,,til-,-liŋliŋ,sel,-mo,-ruten,-suvsip,huvtax,,,ᵐʙʷəl-,fet-,t͡ʃun,,,səs-,ᵐʙʷəl-,,,-ⁿdeŋⁿdəŋ,ⁿdee-,pət-,,nil,kəsʊm,,,pwiŋ-,l-,mim-,-tumos,-it͡ʃ,-luaɣ,,-uⁿdi,-jomo,,-mɪn,,,ⁿdeliŋa-,-rɪŋ,mətə-,-lis,,-metʊr,,,-liek,-tir,,ⁿdui,təvet,ne-tite,ⁿduie-s-,təvete-s-,nunu,etɛm,nɛ-max,ni-et,no-xse-,-vʷeri,na-u,-ɣo,,,,-luo,,-ɣəᵗs,-vənaxe,-ɣəᵗsiᵐbeni,-mes,t͡ʃilʊp,-xerxar,-t͡ʃet͡ʃ,ne,-t͡ʃet͡ʃ ᵐbari,,ᵐbət͡ʃit͡ʃ,-kar,-lo,,,,,-ususe,-xel,-ul,,-xəᵗsxəᵗs,-t͡ʃəren,-ⁿdʊm,lipax,nə-men,ni-ⁿdəl,nil,laŋ,,la:ᵐbʊt,,,,nə-mot,,,nəxmax,,nə-met͡ʃ,,,ron,,,no-von,ni-nes,ⁿdemb,nə-vet,nu-nwin,nu-a,,tes,,,le-ᵐbəᵐb,,,,,,nu-is,βeleβar,,,,,miles,,wor,-ⁿdip,nimb,-vaŋ,ni-esɪn,,-mit,-wiβ,-miel,,,-vəs,-lil,,,,,,,-mɪsit,,-tərep,,-pit͡ʃ,-set,,,ni-tiren,,,-tosusuen,-sax,,elelvenu,esoweies,,henisi,henine,eviᵐbəx,eso,epi,kənɛk,na:kəm,en,na:kəⁿd,ke:m,er,ste,es,,,,,,i-saɣa,i-t͡ʃpon,i-siᵑk,i-ru,i-təl,i-ves,i-ləm,lʊmt͡ʃis,t͡ʃoru,,,isɪŋel,,,,
Naman (Litzlitz),nɪ-vɛru-,meir,xometu,ⁿdalu-,-loŋoloŋ,ne-sɛl,-vale,-ⁿdelvəs,,,nɛ-snap,nɛ-vl-,ⁿtɛru-,taᵐbaɣ-,,nɛ-sn-,no-vɛⁿdaⁿdaml-,nɛ-sm,ᵐbɛruᵐbɛr-,-roŋ-,-sɛm-,-mitoxtox,nɛ-ⁿde,ᵐbat-,no-wɛ-,na-nsbɪl-,nu-kons-,-ɳavaŋap,,ᵐboŋ-,ni-lβ-,nɛ-lwɛm-,-vʊtmas,-tɪŋ,-lualu,-tʰɛlᵐʙɪs,-aːɣan,-olus,-taᵐbʊx,-mɪnmɪn,,,ⁿdɛliŋa-,-roŋ,mɛtɛ-,-lɪs,-nmʷɔ,-metər,-mɛtmetər,-mɛtɛrxoᵐb,-lɪᵑk,-tɛr,,moɣot,ntɕʰaˑn,netʰitʰɛ,,,naːne,taːte,ne-im,ni-et,na-ᵑɡt͡sɛ-,-waβar,no-ɣɔ,-ᵐbɪᵑk,-ⁿt͡sil,,,-lue,-soxɔ,-vr,,-vrɪᵐbn,-mɪs,-mur,-xoxɔ,-xorɪs,na-ɣe,-ᵑɡal,kʰaŋal,psɪtɛrɛrsi,-rɪᵐb,-ɣop,,,-ᵐbʊr,,-rob (tɪtɪn),-lɪβ,-bl,-ⁿt͡sɛβɪn,-ɣɔt͡s,-βsan,,liᵐbax,nɛ-mɪn,na-aⁿdl,na-aⁿt͡sbəlʉn,no-ɣoβɛr-n,-mɛrax,laᵐbʊt,nɛ-βsoxɔn,,ᵐbotxorun,na-mat,,no-xotʊm,nɛnom,nɛ-lo,ni-əx,-ᵐbu,mɛnsaᵑɡarɪ-n,ni-ruwʊn,nu-ɣor-n,(nɛ-vuan),na-βan,ni-βɛlβɛlʉs,nɛ-tɛn,nɛ-βɛtʰ,ⁿdaᵐbanoɛn,no-we,,ⁿdesue,,,laɣe,mʉsnerɪn,nɛβəl,mont͡ʃe,,,no-us,ᵐbɛlɛvɛr,nɛ-βlβlβl,ne-liŋ,,-notitn,-mɛlaːs,utmɛraŋ,-mɪᵐb,-ⁿdup,na-ɣaᵐb,,-tɪl,mɪsnap,-nɛsɛβɛs,-uβoβ,-miɛl,-iaŋaiaŋ,-əⁿt͡sɛɣəⁿt͡sɛn,-faːrɔx,-lɛᵐpʰ,,,,,,,-mɪsɪx,-rowis,-matruvarax,(-med),-ⁿdes,-is,-sɛvrʊs,niᵐboŋ,nararɛr,nɛ-sɔɣɔ,taɛᵐt͡san,-sɛɣʊn,-sɛx,,ᵐbɛɣʊt,vɛre,mɛlɛβɛn,eβan,eβɛɣʊn,lile,etalʊx,eaᵐbɛʰ,kine,aɣuᵑɡ,ai,iːᵑɡʊt,iᵑɡɛᵐtaᵐbax,aertaᵐbax,ⁿt͡ʃan,(panap),tiⁿt͡ʃɛᵐbənɛn,,atuwanair,,ehaᵐbɛ,esoɣiaᵑk,-ⁿdoᵑɡon,psaːβɑx,i-ru,i-tɬ,i-bɪs,i-ləm,ⁿʒo:s,ⁿʒuru,ⁿʒutl,ⁿʒuβis,sɐŋaβʊl,lɐŋaβl iru,ŋaβl ilim,nu-ᵑɡut saβax,netar saβax
Ayta Mag-antsi,ɡamet,uki,panabtab,bitsih,bita,dann,kapadah,durot,kaway,demek,tuwapok,balat,bokot,bitoka,but-o,bitoka,aɡtay,hoho,bantaw,tanda,ihip,limo,daya,ulo,leey,habot,balunɡuh,inanawa,daep,bebey,ɡoɡot,dila,kaili,tanɡih,huka,dula,kenaen,et-et,luto,inem,kayat,hephep,tekk,ɡilam,mata,helek,kayab,tuloy,palindata,,ikno,irenɡ,tawo,lalaki,babayi,anak,ahawa,ahawa,ima,tatay,bali,atep,lanɡan,habi,heel,takel,tayneb,karayem,kolimet,pana,hakhak,tumbuk,takaw,patsi,natsi,biyay,ɡeɡat,oroɡ,teken,bahak,tarem,kamud,dyaɡ,tanem,pili,tumubo,baknel,pehpeh,talan,kali,tawad,buklaten,pukpuk,tapon,tata,aho,manok,poɡa,puwal,pakpak,lepad,daɡih,asan,taba,ikoy,utan,,koto,yamok,ɡiɡanɡ,,lapok,hanɡa,bulonɡ,yamot,bulaklak,bokal,lamon,luta,bato,balah,lanem,tolo,daɡat,ahin,linaw,baɡbaɡ,lanɡit,buwan,betewen,ɡinem,oɡaoɡ,uran,kilat,kimat,anɡin,dumot,,kebel,kulanoh,baha,beyat,apoy,dunɡket,ahuk,abo,nailam,putsi,orit,nahelyaw,nahulilanɡ,ibon,mahlay,botete,karanɡ,naimpih,kapal,kapit,lawanɡ,hakit,denɡ-ey,toa,bayo,kanɡed,dawak,demanɡ,yabi,allo,taon,nakano,puɡlao,unik,ha,ha,uɡto,,hata,hain,hened,dayo,ato,ako,hika,hiya,kitamo,hikaw,hila,hapay,hino,kaataɡ,balanɡ,boy,no,panɡno,ahe,bilanɡ,miha,lowa,tatlo,apat,lima,anem,,,,mapoluk,,,dinalan,
Manide,,,,kalamanan,,kanoɡ,,,kanaway,,,bala-kis,,,beyon,,,,muɡmuɡen,,,kiput,diɡi,,lies,bihek,ha-dunɡ,hiɡkot,saɡka,baɡ-anɡ,nɡipen,katlub,saɡak,ibil,teɡ-ak,luntab,,,,,kaɡot,hanɡɡip,sewenɡ,kalkal,,talu,,piɡes,lubek,demɡi,senɡol,lawi,,behion,seel,,,bakes,umina,umama,beley,saɡdem,nɡadon,kado,,ɡaot,,karayum,,,,,tanɡkaw,pala,pala,,,,,,,,,,,,,,kahet,kuykuy,,,,,yakdaɡ,idi,,,ɡitɡit,,,yaɡa,,,,puo,bukbuk,,pelenɡot,,,,,dahun,,,ɡuun,,lemak,betu,aɡet-et,,,daɡat,,,,,bilan,,,,ɡemes,,kildop,hi-new,,,,,bebesi,bitey,hapuy,tuuk,,,diklem,malim-at,madiɡdiɡ,,,mamati,lawaan,bubuktit,huhunat,,,,bebelaɡ,,,,be-ɡi,,malaut,,takep,deɡow,,,taɡi,aknit,,,he-penan,saod,huyi,huydi,kaɡiyan,awaɡ,nado,ha-ku,hika,hiyo,kita,kamu,hido,huwa-no,,,,mat,,,yabot,biyanɡ,supeɡ,,,,,,,,,,,,,
