Language,hand,left,right,leg/foot,to walk,road/path,to come,to turn,to swim,dirty,dust,skin,back,belly,bone,intestines,liver,breast,shoulder,"to know, be knowledgeable",to think,to fear,blood,head,neck,hair,nose,to breathe,"to sniff, smell",mouth,tooth,tongue,to laugh,to cry,to vomit,to spit,to eat,to chew,to cook,to drink,to bite,to suck,ear,to hear,eye,to see,to yawn,to sleep,to lie down,to dream,to sit,to stand,person/human being,man/male,woman/female,child,husband,wife,mother,father,house,thatch/roof,name,to say,rope,"to tie up, fasten",to sew,needle,to hunt,to shoot,"to stab, pierce",to hit,to steal,to kill,"to die, be dead","to live, be alive",to scratch,"to cut, hack",stick/wood,to split,sharp,"dull, blunt",to work,to plant,to choose,to grow,to swell,to squeeze,to hold,to dig,to buy,"to open, uncover","to pound, beat",to throw,to fall,dog,bird,egg,feather,wing,to fly,rat,meat/flesh,fat/grease,tail,snake,worm (earthworm),louse,mosquito,spider,fish,rotten,branch,leaf,root,flower,fruit,grass,earth/soil,stone,sand,water,to flow,sea,salt,lake,woods/forest,sky,moon,star,cloud,fog,rain,thunder,lightning,wind,to blow,warm,cold,dry,wet,heavy,fire,to burn,smoke,ash,black,white,red,yellow,green,small,big,short,long,thin,thick,narrow,wide,"painful, sick","shy, ashamed",old,new,good,"bad, evil","correct, true",night,day,year,when?,to hide,to climb,at,"in, inside",above,below,this,that,near,far,where?,I,thou,he/she,we,you,they,what?,who?,other,all,and,if,how?,"no, not",to count,One,Two,Three,Four,Five,Six,Seven,Eight,Nine,Ten,Twenty,Fifty,One Hundred,One Thousand
Proto-Southern Mindanaon,*siɡɨl,*q(b)ibaŋ,*kwanan,*bliq,*[m]qaɡuw,,,,*k[m]ahuŋ,*mɡaɡsik,*kpuŋ,*kulit,*kaɡul,"*ti(q,')an",*tulan,*tna'i,*'atay,*tutuq,*qabal,*ɡadaq,,*likuq,*litaq,*'ulu,*li'al,*wɨk,*qiluŋ,,*[m]quŋɨp,*ba',*kipan,*dila',*[m]'uli,*[m]ŋal,*[m]qutaq,*d[m]ula',*kmɨ'ɨn,*nama',*t[m]aɡah,*[m]qinum,*[m]qɨkit,*[m]sɨp,*kilŋu,*liŋu,*mata,*[m(i)]tɨ'ɨn,,*kudaŋ,,*kna,*sudaŋ,*[m]tadaɡ,*taqu,*laqi,*baqi,*tiŋaq,*ya'ɨn,*ya'ɨn,*yiq,*maq,*ɡu(m)nuq,*'atɨp,*daɡit,*man,*tali,*[n]qikat,*tɨmbil,*dalum,*d[m]ulak,,*t[m]ibah,,,*banu',*matɨy,,*k[m]alus,*p[n]alih,*kayu,,*ɡamban,*laq,*[m]qimuq,*palu,*[n]qɨlik,*tabu',,*kɨnamɨs,*nalaq,*[n]qakul,*bɨmli,,*[m]dɨk,*tudaq,*(b)tatak,*qayɨm,*qanuk,,*lakay,*papak,*mayɨŋ,*quŋih,,*tabuq,*qikuŋ,*qulad,,*kutu(q),*blabaŋ,*kalmamuq,*nalap,*baluk,,*daqun,*dalil,*bulak,*buŋu,,*tana',*batu,*palɨk,*qɨqil,,*mahin,*kahiq,*lanaw,*dlaɡ,*laŋit,*bulan,*blatik,*labun,,*'ulan,*luɡuŋ,*silaq,*(lɨ)nus,*[m]yup,,*tnuw,*kapaɡ,*pɨpiq,*blat,*lipuh,*[n]tɨm,*buk,*'abu(q),*pitɨm,*bukay,*pulaq,*mlɨlil,*lɨmnuw,*tukay,*buŋ,*pukal,*tahaq,*mŋipih,*ma(ŋ)pal,*sikɨb,*mabal,*tɨ(m)duk,*[m]ya',*tu'a(h),*palami,*pyu,*sasa',*tɨ'u,*butaŋ,"*(k)du(w,h)",*palɨy,*kilan,*(sal)buni,*[m]kap,,,,,*(qa)ni,,*mdaduŋ,*mawɨɡ,*nuq,,,,,,,,"*si(m,n)tu",*mahal,*kdɨqɨ,,*ku,,*qisu,*[m]saq,*satu,*lɨwu,*tlu,"*(q,')ɨpat",,,,,,,,,,
Sarangani Blaan,siɡal,ʔibɨŋ,kwanan,bliʔ,maɡu,,,,mahoŋ,maɡaɡsik,kfuŋ,,kaɡol,tiʔɨn,tulan,tnaʔi,ʔatay,tutuʔ,,ɡadɨʔ,,likoʔ,litɨʔ,ʔulu,liʔal,wak,ʔiluŋ,,,baʔ,kifan,dilaq,mule,mŋɨl,mutaʔ,dmulaʔ,kmaqan,namaʔ,taɡah,minum,maket,,kliŋɨ,liŋɨ,mata,tɨqɨn (mitɨ),,kudaŋ,,kna,sudɨŋ,tadaɡ,to,laʔi,libun,tiŋaq,yaʔan,yaʔan,yeʔ,maʔ,,ʔataf,daɡit,man,tali,nikat,tambel,dalum,dmulak,,,,,fnati,mati,,kmalus,fnale,kayo,,ɡamban,laʔ ɡamban,mimoʔ,fulɨ,nalek,,,kanamuʔ,nalɔʔ,nakol,,,mdak,,tatɨk,ɡayɨm,ʔanuk,,lakay,fafak,mayɨŋ,ʔuŋe,,tabɨʔ,ʔikoŋ,ʔulad,,,blabaŋ,kalmamɔq,nalaf,balok,,doʔon,dalil,bulɨk,buŋɨ,,tanaʔ,batu,falak,yeʔel,,mahin,kahiʔ,lanaw,ɡlaɡ,laŋit,bulɨn,blatik,labun,,ʔulɨn,,silaʔ,nus,myuf,,tno,kafaɡ,fafeʔ,blat,lifo,ntam,buk,ʔabu,fitam,bukay,fulɨqʔ,mlalel,mlunu,tukay,boŋ,fukal,tahaʔ,mŋifi,maŋifi,siɡfit,mabal,tduk,myaʔ,tuʔa,falami,fyɨ,sasɨʔ,,butaŋ,duh,fali,kilɨn,salbuni,mkɨf,,lam,,,ani,,mdadoŋ,mawaɡ,nɨʔ,,,,,,,,sinto,mahal,kdɨqɨ,,ku,,ʔisɨ,msɨ,satu,lwɨ,tlu,fat,,,,,,,,,,
'Auhelawa,nima-,,,'ae,lao,'amwaha,laoma,,huɡu,bi'i-,,'wapi-,daɡela,diya-,,,ate-,,ewa-,hanapu,nuwatu,meheui,'wa,ulu-,ɡodu-,vahu-,,yuvi,yanovi,'awa,,alina,,,,,'ai,,liɡa,numa,,,,benali,mehe-,ita,,eno,'aiyawasi,,miya,towolo,tomowa,loheya,waihiu,ɡama,mwane-,mwane-,hina,tama,vada,,yeha-,walo,,,,,,,,ɡoha,vaivahala,wunu,mwalowoi,towolo,,,'aiwa,,mehemehe,,paihowa,umai,,mwala'e,,,,,ɡimwane,,,laoɡabae,be'u,'edewa,lowolowo,pou,,,,,,,,'weso,'weso'weso,,ni'ini'i,,yama,,,luɡuluɡu,,,'aino,,,ɡaima,,we'aha,saɡena,ni'u,,we'aha,nu'ula,ɡalewa,wai'ena,ipwala,,,'wesu,,,,,'ala'alawowoli,ɡwauɡwau,leleyai,buta,vitai,'aiwa,alahi,,,,,,,,habulu,mwala'i,,daodao,devadevava,,,,,,miyamiya,vauvau,namwanamwa,yababa,moiha,masiɡili,ahobena,bolimai,maiviha,dawani,mwala'e,ai,hola,ewa,eluha,teina,neta,muha,daodao,haidova,yao,,iya,ai,owa,hiya,hava,yaiya,vaɡa,lauɡoɡo,na,'ebe,vedova,niɡele,,'ehebo,bwau,tonuɡa,vehopali,,,,,,,,,,
Oirata,'tana,wel,tenen,ja'keles,'lalarɛ,i'jar,'maʔu,iliare,'naʔajɛ,amseke,umatau,'wele,uhulalu,'atu,opo,atapmodo,'lar,'susu,papua,na'warɛ,ederemu,kikre,'we,jai'tapul,'mani,'wata,mur'wana,na e,amsoru,'oʔo,'wain,u'hul,'kele,'saurɛ,'ote,kausa'ʔupa,'mete,aria,huye,'tutu,'aria,timese,'wali,'wari,ina'moto,'wataʔe,a emu,'taija,i muna more,upa'rana,una'mira,'natarɛ,'tou,'nami,'tuhur,'moto,uhu'rai,'ha,'na,nam'rai,'natara,tawar,'nene,ene,'taru,ile,uute,aruma,noure,tapa,solorrapa,uda,ooye,uta'umu,'umu,lause,u'hute,pote,ete,hati,'aʔate,polo,sirwisi pai,misi,a ile,misi,haule,timin kelese,pa le,kaure,tahule,urahai,tute,ilaike,'ipa,'ihar,'asa,asa'utu,lia,amir,'ihilɛ,'ura,'leura,'mina,ula'bua,'nana,kikla i,'amin,'nikin,lua lua,'ahi,'hoho,taran,ɛtɛ'ʔasa,'larin,eteihi,mana,usa,uma,uwa'raha,'ini,'ira,elere,'domi,'asir,ira lapai,inm,'lɛʔɛnɛ,'uru,hihi'naxa,umaja'muin,mon,'aja,uma karatana,uma sikan,'hari,huhume,'timne,'ɛlɛwɛ,'reple,kurne,tu ure,'ata,uturana,ata'tau,il'hua,'lawar,'hitini,mer'braka,a'raun,uʔu'lana,kinkini,lapai,purpuru,lo'wai,mam'pia,ut'wata,malete,maluara,malare,wirte,'laite,miri,ja'ʔanin,mahuseke,lolo,tete'manahe,wadu,tawan,tartei,lo ire,yamoi,,mutwaʔi'nani,metaʔi'nani,'araʔi,i'ʔiri,u'ʔiri,wau'wauni,jo'ʔoni,ina'nani,'andri,,ue,abu'pupur,'eri,wai,in'hai,u'mani,telira,su'kani,o'o,ethain,ino'ʔone,'uhe,taa,u'wane,'ei,'utu,'pat,lim,nem,pitu,kapa,siwa,ta anauni,ta ane ene,ta anlim,rauni,riunauni
Iliun,'lima,,,'lukuŋ,'raloa,ra'lowa,'ma,,'nani,,,'uli,,'kapuŋ,'ruriŋ,,'ateŋ,'susu,,na'nau,,,'raraŋ,ka'ratuŋ,'ɡɛnuŋ,'kurun,'kunai,,,'kaha,'ni,'na,'mali,'kua,'muta,'pita,'mua,,,'rinu,'kosa,,'kini,'liu,'mataŋ,'otʃo,,'rapur,,'tou,'pasu,'dali,'hatu,ma'mane,ha'hata,'ana,'niriuŋ ha'hata,'ama,'ina,'niriuŋ ma'mane,'raha,,'nɛa,,'tali,,,,,,,,,'ed͡ʒa,'mate,,'ɡataŋ,,,,'tain,,,,,,,,,,,,,,'pole,'asu,'manu,manu'tslu,,,na'palia,'laso,'musa,'hiaŋ,'iku,'sao,,'utu,'sisi,,'mɛti,'hoŋ,,ai'ro,ai'aka,,,'nau,'rare,'hatu,'moi,'e,,'lor,'masiŋ,,na'mural,'nata,'hulan,'tu,'nata,,'husan,,,'anni,,'pana,'tʃiriŋ,'mea,,,ai'mori,,ai'mauhu,'krahu,'metaŋ,'puti,'mera,'pula,'mosuŋ,,,,'poha,'mi,'kabaŋ,,,,,'old,,'raja,,,'heni,,,,,,,la'ralaŋ,la'd͡ʒela,la'oran,'ɡe,'ɡo,'rani,'so,la'me,'au,,,'ami,'o,,ha'la,ha'ri,,'puhi,,,noni'me,'tora,,'eha,ha'rua,ha'telu,'haʔa,,,,,,,,,,
Tugun,'liman,,,'lukun,ni'loa,'salə,'ma,,'nani,,,'ulik,,'kaneŋ,'rurin,,'ruman,'susu,,'sɛrɛk,,,'raran,ku'ratun,ki'luan,'kuron,'kunai,,,'nunur,'ni,'nan,'mali,'kua,'muta,pita'pre,'mua,,,'minu,'ɡaɡa,,'kinron,'liu,ma'tuhar,'tʃotʃo,,ti'pur,,na'mi,'tur,'piri,ai'topu,ma'mane,fa'fata,'ana,'riu,'ama,'ina,ka'liran,'raha,,'nean,,'tali,,,,,,,,,'otu,'mate,,'ɡatal,,,,'tain,,,,,,,,,,,,,,'pole,'ahu,'manu,,,,'sopar,'laso,'musan,'mair,'matɛn,'sau,,'utu,'namu,,'ika,'poŋ,,ai'ron,ai'ʔakar,,'fuan,'nau,'rare,'fatu,'moɛn,'er,,'lor,'mahin,,ai'ala,'morta,'fulan,'tʰu,'natas,,'usa,,,'anin,,'pʰana,'mohon,'ɡɛran,,,ai'morin,,ai'mahun,kalau'rafun,ma'metan,pa'puti,ma'mera,pa'pola,ma'moso,,,,pa'poha,'nis,'kawar,,,,,'nihi,,na'mi,,,'tʃima,,,,,,,oi'ralan,oi'otur,oi'luin,na'ɡe,nah'ko,'rani,'so:,oinu'me,'au,,,,'o,,'hala,o'hari,,ta'tema,,,nussn'hala,'toa,,'eha,'rua,'telu,'a:t,,,,,,,,,,
Perai,'lima,,,'luku,'akak,'sala,'ma,,'nani,,,'ɛlik,,'teiŋ,'ruri,,'ruma,'susu,,'sɛrɛk,,,'rara,ku'ratun,'ɡenu,kuru'ron,'nunur,,,'hafa,'ni,'na,'mali,na'ɡe,'muta,pika'pre,'mua,,,'minu,'ɡaɡa,,'kini,'liu,'mata,'naɡua,,'pu,,'nami,'tu,'piri,ai'topu,'mene,'fata,'ana,riu'fata,'ama,'ina,riu'mene,'raha,,'neaŋ,,'asar,,,,,,,,,'ed͡ʒa,'mete,,'ɡata,,,,'tain,,,,,,,,,,,,,,'mosu,'ahu,manuka'ho,'telur,,,'sopan,'loso,ihi'mera,'mair,'ikur,'sou,,'utu,'utuŋ,,'meti,'po,,ai'ron,ai'akar,,'fua,'leteŋ,'rere,'fatu,'moe,'ɛr,,'lor,'masiŋ,,ai'ala,'mota,'fulan,'tu,'kakan,,'usa,,,'aniŋ,,'pana,'mohon,'ɡera,,,ai'moriɡ,,ai'hapu,ka'rono,'metaŋ,'puti,'mɛra,'pola,'moso,,,,'poha,'mis,'maɡas,,,,,'laik,,'eaj,,,'sema,,,,,,,la'ralaŋ,la'otur,la'len,'ɡe,'ɡo,'ranik,'so,la'me,'au,,,'ita,'o,,'hari,o'hari,,'tema,,,oni'me,'tora,,'hasa,'rua,'telu,'auk,,,,,,,,,,
Aputai,'lima,,,'luku,'ahak,'sala,'ma,,'nani,,,'ilik,,'teŋ,'ruriŋ,,'rumaŋ,'susu,,'nauŋ,,,'raran,ka'ʔatun,'kaluaŋ,'kuru,'nunur,,,'hafa,'ni,'na,'mali,na'ɡe,'muta,pikpa're,'ua,,,'inu,'heu,,'kini,liuŋ,'mata,'naoŋ,,'lole,,a'mi,'tur,'ɡale,ai'topu,'amaŋ,inan,a'nuran,eha'inan,'ama,'ina,eha'amaɡ,'raha,,'neaŋ,,'talin,,,,,,,,,'eɡa,'mate,,'ɡatan,,,,'naɡan,,,,,,,,,,,,,,'fonuk,'ahu,'manu,manu'telun,,,'palia,pa'laho,'musan,'mair,'ikur,'sao,,'utu,'namu'utun,,'mɛti,'fon,,'ron,'ramuk,,,'nau,'rari,'fatu,'moiŋ,'ɛr,,sahi'lor,'masiŋ,,'alas,'mota,'fulan,'asa,'natas,,'usa,,,'anin,,'panas,ɡali'mohon,'ɡeran,,,'ai,'tunu,ai'mahun,'karaur,'metan,'puti,'mɛra,'pola,'moso,,,,'poha,'mis,'tun,,,,,laik'aɡin,,'eaŋ,,,'sema,,,,,,,la'ralan,sasiŋ,la'rare,'ɡe,'ɡo,ka'rinik,'sol,la'mei,'au,,,'ita,'o:,,a'la:,a'ri,,ta'tema,,,ani'mei,'tora,,'eha,'rua,'telu,'ak,,,,,,,,,,
Galolen (Talur),'limar,,,'er,'sole,'salan,'mai,,'nani,,,'ulit,,'apur,'ruin,,'ater,'susu,,'nou,,,'ran,ɡarer'hatun,'nuar,ɡare'ron,'inur,,,'hahar,'nis,na'ʔanar,'mali,'tanis,'pura,'uper,'raʔan,,,'renu,'toi,,kina'ron,'dahar,'matar,'noun,,'rena,,re'nami,'madei,'napri,i'topu,ma'mane,pa'pata,'anak,'sau,'aman,'inan,'sau,'uma,,'naran,,'tali,,,,,,,,,'reɡan,'mati,,'rou,,,,'preʔat,,,,,,,,,,,,,,na'ledir,'asu,'manu,manu'telun,,,'nemo,'plaho,'isin,'pour,'iʔun,'sau,,'utu,'namu,,'iʔan,'hon,,ai'ron,ai'ʔamot,,ai'huan,'kli,'rea,'hatu,da'dean,'we,,'lor,'masin,,'alas,'laŋit,'hulan,'ada,'natas,,'usan,,,'anin,,'panas,'nadin,na'ɡetun,,,ai'morin,'tunu,ai'masun,re'ahun,'metan,'putih,'mea,'mara,'moso,,,,'naru,'mis,'tuʔun,,,,,'laʔit,'hoheu,'lalan,,,'henin,,,,,,,'ralan,mia'upus,mia'rea,i'leʔe,i'laʔa,'rani,'so:,'ɡamai,'ɡaʔu,,,'ɡita,'ɡo,,'la,'ɡose,,ta'tema,,,ɛle'ɡamai,'taikʰ,,'nehe,'irua,i'telu,in'haʔat,,,,,,,,,,
Luang,'limə,,,'lakə,na'laʔə,'tallə,ɳ'mai,,ə  ɳ'nani,,,'ulatni,,'apənu,'ruri,,'atni,'uhu,,'natu,,,'rara,'oʔətani,'tʲɛru,'mortu,'irnu,,,'nuru,'nihə,'namə,nam'mali,ɳ'kakəru,na'motə,na'krui,na'ʔanə,,,'nɛmnu,ɳ'nihiə,,'tlini,na'tlinə,'matə,nam'kekə,,na'ninə,,ɳ'miʔə,nam'tatnə,na'priri,'riə,mʷan'keʔə,pat'keʔə,'aʔənə,'pat ke'ʔeni,'amə,'inə,mʷanke'ʔeni,'romə,,'nanə,,'tali,,,,,,,,,ɳ'wɛnnə,ɳ'mati,,'matlə,,,,'plokrə,,,,,,,,,,,,,,ɳ'tujni,'ahu,'maʔənu,'tɛrnu,,,ɳ'nemə,'upə,'ihi,'miʔənə,li'ʔirnu,'niji,,'utu,potə'potə,,i'ʔinə,'ɡehəpə,,'taʋi,'ɡaʔərə,,wo'ʔə,'weʋənə,'tani,'watu,'eni,'ɡerə,,'lorə,ki'oʔə,,wo'ʔorə 'kaʋru,li'anti,'wollə,ʋti'onə,'kakəmə,,'otnə,,,'anni,,'pahənə,'woki,'kɛrnə,,,'ai,ɳ'tunu,ai'mokələ,'aʋu,mɛt'mɛtmə,wa'wahərə,mɛr'mɛrə,mar'marə,mo'motni,,,,'plahəwə,m'nihə,na'kəpau,,,,,nam'toʔə,war'warnu,'samow,,,mɛl'mɛlə,,,,,,,'la ri'almə,'la hi'jannə,lai'jawə,'hadi,'hade,horu'oru,oli'ɛtə,la han'meni,'aʔu,,,'itə,'oʔə,,hi'aʔə,'heʔə,,hon'nonə,,,ɛŋka'meni,e'donnə,,'idə,'woru,wo'telu,wo'ɡatə,,,,,,,,,,
East Damar,'limano,,,'lɛʔɛno,ɳ'laʔat,lal'no,m'mai,,ə  ɳ'nani,,,uli'tianno,,'apnono,ru'rino,,'ralmano,'huhuno,,ɡa'tu,,,'rar,'uluno,'lirano,bu'ɡano,'nurmano,,,'wowaro,ŋi'hano,le'maino,m'mali,'ou,m'mut,'napri,ɡame'nan,,,ɡo'mun,'ɡiʔi,,'ŋinano,ɡat'lin,'matano,ɡo'ven,,ɡam'dudu,,'ɲatə,m'pap,nam'briri,'tamɔt,'man,'hat,'anano,'hato,'amno,'inno,'hano,haʋi'al,,inan'narano,,'ara,,,,,,,,,ɳve'dan,m'mat,,ne'wur,,,,'na:n,,,,,,,,,,,,,,'taiwou,'ahu,'manuk,teru'wan,,,'nɛm,'ʋau,ih'ino,na'pit,ir'wan,tʰuwa'nin,,'utu,'nini,,'jaŋ,tu'hah,,'taven,aha'ran,,'buan,'alhan,'ɛn,'watu,'matar,'er,,'lur,'hu,,'bʷar,li'anti,'vulnɔ,'bintaŋ,'awan,,'mulɔ,,,'anin,,'panas,ma'ririn,rʔɛ'ran,,,'ai,'tʰunu,ai'muklan,li'avu,mu'han,wawa'rah,mer'mer,mar'mar,mor'mor,,,,pla'hun,nam'nihu,'poum,,,,,'nau,raver'veru,ra'venu,,,'alam,,,,,,,la'ralmano,la'rah,la'wo,'idioi,'dai,hu'til,r'lɛt,ladanmai'je,'au,,,'it,'um,,an'de,hei'je,,vedue'dinhi,,,'umbʷannuʔo'e,'tadu,,me'han,'woru,wo'telu,wo'atu,,,,,,,,,,
Teun,'lima,,,'lɔka,'lakti,'kala,'mɔ,,'nani,,,'luli,,'newa,'ro,,'wawa,'susu,,naf're,,,'rawa,'wulu,tɛf'tɛfna,'pɔʔu,'nafu,,,'suʔu,'nina,ni'mau,ɳ'mali,'kea,ɳ'muta,a'prea,an'ti,,,'mimni,'niʔi,,'lina,'sɛrni,'maʔa,tɔn'la,,ɳ'mina,,'mia,a'kasni,uma'ru,ta'moʔa,'mana,'faʔa,wa'kɔʔi,'jafu,'wama,'jina,'jafu,'wɔma,,'nana,,'wɛʔu,,,,,,,,,'funu,ɳ'maʔa,,na'matli,,,,ɛl'ɛla,,,,,,,,,,,,,,'te,'wasu,'manu,sif'tola,,,'nima,'flafa,,ni'mina,'niu,'wula,,'uʔu,i'ʔiʔi,,'ina,'pursi,,'ɳ'tafa,ni'wowa,,ɳ'fua,'wɔni,'rau,'faʔu,'wɛnwa,'wɛru,,'tai,'suwa,,'lɛʔa,'lakti,'fula,'knɔrna,'mɔta,,'usna,,,'wani,,'pansa,ma'situ,maka'reo,,,'wai,tu'ni,'masu,'jafu,'mɛtni,far'fasa,ɳ'mɛra,lak'wɔsi,mɔs'mɔsa,,,,nipla'lapsa,nimnis'nisu,nikfut'futna,,,,,pa'tua,fɛr'fɛru,mɛl'mɛli,,,'mɛla,,,,,,,'ralma,'ta,'fafa,'wana,'wa,nikata'tuli,nikata'tɛmna,la'mai,'wau,,,'mi,'wɔ,,wa'ti,se'wo,,a'wɔka,,,anuk'mai,ɛ'ʔɛta,,'mɛsni,'ru,'tɛlu,'watu,,,,,,,,,,
Serua,'lima,,,'luki,ni'lɔki,'salna,ɳ'mai,,ə  ɳ'ai,,,'ulti,,'niʔa,ɳ'kui,,'nɛti,'susu,,ni'brɛna,,,ɳ'rara,'kuku,le'lɛna,'pɔrti,'nau,,,ɳ'su,'nina,ɳ'ma,'mali,is'iru,'luʔa,niv'riti,'kɔnu,,,'jɔmnu,ɳ'iʔi,,'klina,ɳ'sɛrin,'mɛta,ni'klai,,'nɛna,,ɳ'mita,ɳ'tara,ɳ'briri,ta'mɔta,'mani,'fata,wa'kɔʔi,'nɔra'fata,pa'tua'mani,'ina,'nɔra'mani,'krɛsna,,'arna,,'wɔrta,,,,,,,,,ɳ'wunu,ɳ'mati,,'matla,,,,mɛr'mɛrna,,,,,,,,,,,,,,ɳ'tuʔu,'asu,'manu,sip'tilru,,,ɳ'nɛma,'lawa,ɳ'takni,ɳ'mina,ɳ'niru,la'ula,,'utu,'mini,,'ina,'pusaʔ,,ɳ'tewi,'nɛra,,ɳ'wua,'nɛnu,'au,'watu,'ɛni,'ɛru,,'slɛtna,'skua,,'lɛtna,'lakti,'wulna,'nɔrna,'lipta,,'usna,,,'mɔtra,,,mɔ'rina,'kima,,,'ai,'tutnu,ai'masu,'au,mɛt'mɛtna,war'wasa,m'mɛra,ɳ'lali,'hidʒaw,,,,li'li,nim'nisu,ni'kutna,,,,,ɳpa'tua,wir'wiru,'mɛli,,,'mɛla,,,,,,,na'ralna,na'rasta,na'wawa,ia'ɛ,i'u,nik'rɛn'rɛni,niklɔ'lɔla,na'noa,'haʔu,,,'ita,'oa,,sa'sa,sɛke'ai,,it'rɛtan,,,nɔkɔ'me,'tata,,me'sa,'rua,'tɛlu,'natu,,,,,,,,,,
Nila,'lima,,,'lɔka,ɳ'lɔka,'salna,'mɔrpi,,'nani,,,'ulti,,'ɲɛʔa,ɳ'kui,,'jata,'susu,,'frɛna,,,ɳre'ara,'nulu,le'lɛna,'pɔrti,'nirnu,,,'so,'nina,'ma,ɳ'mali,ni'rɛnu,ɳ'muta,nif'rɛti,na'ɛna,,,nɔm'ni,ɳ'ʔiʔi,,'klina,sɛ'rina,'mʲata,ta'kɛra,,'nɛna,,nim'jatu,ɳ'tara,m'rirri,ta'mɔta,'mɔnra,'fatra,'wanu,nɔ'nɔra'fata,'wamna,'ina,nɔ'nɔra'mɔna,'ruma,,'narna,,'ɛtu,,,,,,,,,'fulnu,ɳ'mata,,nima'tɛla,,,,ni'mɛrna,,,,,,,,,,,,,,ɳ'tuʔu,'wasu,'manu,sif'tɛlu,,,'nema,'flaha,'nisi,'mina,'niru,la'ulra,,'utu,i'ʔiʔi,,'ina,pu'ɛsa,,ti'aha,ʋi'ara,,m'fua,'ɲavnu,'wahu,'hatu,'ʋɛna,'wɛru,,sɛ'lɔra,'sua,,'lɛtna,'lakti,'hulna,'knɔrna,'lipta,,'usna,,,'wani,,saʔu'pansa,saʔumɛ'rina,mas'keu,,,'wai,mtu'ni,wai'masu,'wahu,,har'hasa,mɛr'mɛra,la'lali,,,,,ni'plasa,ɳ'nisu,nik'futna,,,,,pa'tua,fɛr'fɛru,mɛl'mɛli,,,'mɛlna,,,,,,,na'ramna,na'rasta,na'wahu,ijan'ɛ,ija'jɛ,nikran'rani,niklɔ'lɔla,na'ɲoa,'waʔu,,,'mi,'wɔ,,nɔ'kroa,se'tai,,it'wakila,,,nɔkɔ'bɛʔe,'tata,,'mɛsa,'ru,'tɛlu,'natu,,,,,,,,,,
West Damar,'lima,,,'eja,'lakto,'hollo,'moi,,jɛnnun'nuni,,,'ultʃo,,'opɲo,'ruso,,'rolmo,'dutho,,wut'hono,,,'rowo,ul'konna,'tallo,'mito,'suno,,,'nunho,'nino,le'lɛmma,wa'moli,ja'dono,wa'muto,'jɛpti,'tavtʃo,,,'vimjo,ot'kiki,,'tlinna,wa'dano,'mota,'vito,,ma'tunni,,,wa'wathono,jɛm'riri,'deo,'ulho,'deweja,kəme'mejo,dewe'jeni,tato'jeni,neno'jeni,ul'hunni,'uma,,'nono,,'tolso,,,,,,,,,wuŋhi,'moto,,'katlo,,,,jejo'ɲono,,,,,,,,,,,,,,'nadi,'otho,'munwo,diu'talho,,,'jemmo,sa'mela,,jɛkpit'pito,ehɛ'hea,'dodəmo,,'utho,koko'taijo,,'jɛɲo,ja'tɛto,,'towo,'woto,,'uha,o'tona,'tanah,'wotho,'ɛnno,'vio,,a'lero,də'vijo,,a'woro,'muhə̆lo,u'lonni,'tonno,mu'halo,,u'hano,,,'oɲo,,he'pondo,me'riɲo,ɳdɛk'dɛkro,,,'oso,'ktunni,omu'halo,'opho,me'mɛtmo,war'warha,me'mejo,mor'mora,mɛh'mɛhho,,,,bolo'doi,mi'ŋidoi,ku'vunoi,,,,,'jɛmtu,wɛl'vɛka,ja'vɛɲo,,,mɛl'mɛla,,,,,,,idila'rolmo,idila'huli,'are,i'tʃie,i'tʃɛri,ŋo'norsa,hɛ'hejo,didi'lamoi,'odo,,,i'tito,'ɛde,,dɛ'dari,de'sɛri,,iti'tɛti,,,pa'redmoi,'kɛve,,'mɛhno,viɛ'ru,viɛ'teli,vi'oto,,,,,,,,,,
